GeneID,locus,avg mIFOR,avg mUFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
FOXP4,NW_005054512.1:880175-909239,1,0,-1.0,2.4,2.4,0.55,NA,no,0,1,0
LOC115947752,NW_005054313.1:9991388-9993659,1,0,-1.0,0.7,0.7,0.67,0.98,no,0,0,0
SHTN1,NW_005054495.1:1037283-1085707,2,3,1.3,-0.3,0.3,0.78,0.99,no,0,0,0
LAMB1,NW_005054354.1:1558073-1597184,0,3,0.6,-2.7,2.7,0.06,0.62,no,0,1,0
MMRN2,NW_005054300.1:18650539-18671701,2,0,0.0,2.0,2.0,0.23,0.86,no,0,1,0
ARPP21,NW_005054364.1:3006170-3110882,2,2,1.0,-0.2,0.2,0.85,0.99,no,0,0,0
PIPOX,NW_005054387.1:2777986-2780638,0,1,-1.0,-2.7,2.7,0.58,NA,no,0,1,0
LOC106631985,NW_005054472.1:741360-748132,2,0,0.0,1.7,1.7,0.18,0.81,no,0,1,0
TEX36,NW_005054369.1:1965275-1970155,3,5,2.0,-0.6,0.6,0.42,0.95,no,0,0,0
CLRN1,NW_005054309.1:11763730-11765999,1,2,0.6,-1.3,1.3,0.48,0.96,no,0,1,0
LOC106631834,NW_005054334.1:1015728-1034001,3,0,0.6,2.7,2.7,0.03,0.52,no,0,1,0
SRRM4,NW_005054330.1:5738260-5761687,0,0,-3.3,0.0,0.0,0.87,1.00,no,0,0,0
TMEM54,NW_005054436.1:1608557-1610936,1,1,0.0,0.3,0.3,0.85,0.99,no,0,0,0
LOC115948777,NW_005054515.1:727364-727427,2,0,0.0,2.7,2.7,0.15,0.80,no,0,1,0
SLC16A8,NW_005054334.1:3279949-3288412,0,1,-1.0,-2.7,2.7,0.39,NA,no,0,1,0
LOC115948737,NW_005054300.1:6196880-6198400,0,0,-3.3,0.0,0.0,0.89,NA,no,0,0,0
MLXIPL,NW_005054381.1:3311817-3330604,2,1,0.6,0.2,0.2,0.83,0.99,no,0,0,0
DLG2,NW_005054302.1:13537600-14448786,0,0,-3.3,0.0,0.0,0.69,0.98,no,0,0,0
LOC115948607,NW_005054444.1:1218508-1222664,1,1,0.0,-0.9,0.9,0.79,0.99,no,0,0,0
ANKDD1A,NW_005054366.1:1243419-1253908,5,3,2.0,0.6,0.6,0.49,0.96,no,0,0,0
LOC102031903,NW_005054425.1:2128525-2134833,149,242,7.6,-0.7,0.7,0.49,0.96,no,2,0,0
MYL2,NW_005054362.1:3324975-3328834,2,2,1.0,-0.3,0.3,0.84,0.99,no,0,0,0
MYRF,NW_005054416.1:2223802-2266601,0,0,-3.3,0.0,0.0,0.63,0.98,no,0,0,0
KDR,NW_005054297.1:13884818-13914427,6,2,2.0,1.4,1.4,0.20,0.84,no,0,1,0
LOC102038488,NW_005054313.1:2508601-2523066,0,0,-3.3,0.0,0.0,0.78,0.99,no,0,0,0
LOC102040228,NW_005054461.1:1498724-1510938,0,0,-3.3,0.0,0.0,0.66,0.98,no,0,0,0
LOC115949318,NW_005055730.1:3622-6523,1,0,-1.0,1.4,1.4,0.50,0.96,no,0,1,0
SLC17A8,NW_005054331.1:5777078-5801952,1,0,-1.0,1.9,1.9,0.27,0.89,no,0,1,0
LOC115947955,NW_005054333.1:5212749-5212836,2,2,1.0,0.3,0.3,0.76,0.99,no,0,0,0
SELE,NW_005054421.1:2052380-2058317,217,74,7.2,1.5,1.5,0.17,0.81,no,2,1,0
CLPS,NW_005054545.1:100782-101585,2,4,1.6,-0.9,0.9,0.43,0.95,no,0,0,0
IL12B,NW_005054308.1:11270526-11276214,1,1,0.0,0.1,0.1,0.95,1.00,no,0,0,0
LOC115947679,NW_005054309.1:11665077-11667534,0,1,-1.0,-1.6,1.6,0.56,NA,no,0,1,0
LOC115947897,NW_005054329.1:3750535-3750608,1,1,0.0,0.6,0.6,0.65,0.98,no,0,0,0
LOC102044706,NW_005054494.1:21802-31108,1,0,-1.0,2.7,2.7,0.18,0.82,no,0,1,0
CPXM2,NW_005054369.1:1083435-1168615,0,1,-1.0,-2.7,2.7,0.58,NA,no,0,1,0
NTSR1,NW_005054337.1:415652-482240,3,7,2.3,-1.1,1.1,0.29,0.90,no,0,1,0
FBLN5,NW_005054303.1:610385-655704,5,8,2.7,-0.7,0.7,0.41,0.94,no,0,0,0
FSCN1,NW_005054319.1:403112-404609,0,1,-1.0,-2.7,2.7,0.51,NA,no,0,1,0
LOC115948012,NW_005054339.1:696555-706817,0,0,-3.3,0.0,0.0,0.95,1.00,no,0,0,0
LOC115948196,NW_005054299.1:17658235-17665746,0,0,-3.3,0.0,0.0,0.92,1.00,no,0,0,0
KCNT2,NW_005054357.1:2486763-2572263,1,0,-1.0,2.4,2.4,0.61,NA,no,0,1,0
HMGA2,NW_005054310.1:7003331-7116197,1,0,-1.0,2.6,2.6,0.28,0.90,no,0,1,0
MPP4,NW_005054298.1:24998749-25020886,0,0,-3.3,0.0,0.0,0.69,NA,no,0,0,0
SGCD,NW_005054308.1:7686845-7884646,1,3,1.0,-1.5,1.5,0.37,0.93,no,0,1,0
LOC102034084,NW_005054739.1:11616-37533,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
LOC102040296,NW_005054621.1:66021-139721,0,2,0.0,-2.6,2.6,0.33,0.91,no,0,1,0
PCSK2,NW_005054396.1:2618188-2727102,0,1,-1.0,-1.9,1.9,0.35,0.92,no,0,1,0
CLMN,NW_005054303.1:2120516-2206570,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
LOC102040987,NW_005054992.1:9809-10196,0,0,-3.3,0.0,0.0,0.56,NA,no,0,0,0
MEP1B,NW_005054305.1:5854412-5885741,1,1,0.0,0.1,0.1,0.97,1.00,no,0,0,0
PRRG4,NW_005054487.1:1239469-1245088,1,1,0.0,0.7,0.7,0.86,NA,no,0,0,0
ADAM22,NW_005054307.1:8826113-8941110,1,0,-1.0,0.5,0.5,0.86,1.00,no,0,0,0
LOC115948048,NW_005054343.1:3305146-3305281,0,0,-3.3,0.0,0.0,0.87,NA,no,0,0,0
MFSD4A,NW_005054472.1:73130-88336,0,0,-3.3,0.0,0.0,0.87,NA,no,0,0,0
TRNAR-CCU-2,NW_005054370.1:2886045-2886117,0,1,-1.0,-2.6,2.6,0.47,NA,no,0,1,0
RAX2,NW_005054441.1:1081073-1088466,1,1,0.0,-0.6,0.6,0.69,0.98,no,0,0,0
COL25A1,NW_005054304.1:13364389-13663754,10,13,3.5,-0.4,0.4,0.59,0.98,no,2,0,0
LOC115948705,NW_005054480.1:593613-595223,3,2,1.3,0.6,0.6,0.54,0.97,no,0,0,0
EPB41L4A,NW_005054554.1:568809-684808,2,1,0.6,1.5,1.5,0.21,0.85,no,0,1,0
ARFGEF3,NW_005054316.1:3601932-3694059,4,5,2.2,-0.1,0.1,0.91,1.00,no,0,0,0
DOC2B,NW_005054368.1:2847888-2880495,1,1,0.0,-0.5,0.5,0.75,0.99,no,0,0,0
MPPED2,NW_005054429.1:639786-761160,4,4,2.0,0.3,0.3,0.79,0.99,no,0,0,0
LOC115948125,NW_005054298.1:19569388-19574840,0,1,-1.0,-1.2,1.2,0.74,NA,no,0,1,0
VWA2,NW_005054300.1:253991-281023,5,4,2.2,0.4,0.4,0.62,0.98,no,0,0,0
HEY1,NW_005054423.1:751969-756572,0,1,-1.0,-1.7,1.7,0.66,NA,no,0,1,0
LOC102040002,NW_005054466.1:1097141-1100332,0,0,-3.3,0.0,0.0,0.86,NA,no,0,0,0
RIPPLY2,NW_005054328.1:4913629-4915722,2,3,1.3,-1.3,1.3,0.30,0.90,no,0,1,0
LOC115948904,NW_005054606.1:461796-466353,0,1,-1.0,-1.7,1.7,0.44,0.95,no,0,1,0
PRDM5,NW_005054435.1:566758-621722,2,3,1.3,-0.5,0.5,0.70,0.98,no,0,0,0
AICDA,NW_005054444.1:1198547-1200566,1,1,0.0,0.5,0.5,0.86,NA,no,0,0,0
LOC102041497,NW_005054300.1:11776678-11782303,0,0,-3.3,0.0,0.0,0.75,NA,no,0,0,0
PDE11A,NW_005054298.1:20802482-20871381,0,0,-3.3,0.0,0.0,0.87,1.00,no,0,0,0
LOC102039946,NW_005054395.1:3980-27424,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
PLA2G12B,NW_005054594.1:429811-439580,1,1,0.0,0.2,0.2,0.85,1.00,no,0,0,0
CFAP221,NW_005054298.1:7465732-7485069,0,0,-3.3,0.0,0.0,0.81,NA,no,0,0,0
DBX2,NW_005054310.1:10682872-10696061,1,0,-1.0,1.9,1.9,0.69,NA,no,0,1,0
PHLDA2,NW_005054437.1:886253-888740,0,0,-3.3,0.0,0.0,0.52,0.97,no,0,0,0
SMAD1,NW_005054304.1:3440570-3463598,4,1,1.3,1.7,1.7,0.04,0.59,no,0,1,0
GABRB2,NW_005054308.1:1094970-1235287,1,2,0.6,-0.9,0.9,0.49,0.96,no,0,0,0
LOC102040180,NW_005054726.1:105605-110277,3,4,1.8,-0.1,0.1,0.94,1.00,no,0,0,0
MUSK,NW_005054385.1:1301143-1358325,0,1,-1.0,-1.7,1.7,0.53,0.97,no,0,1,0
LOC115947870,NW_005054326.1:2155742-2340732,1,0,-1.0,1.8,1.8,0.35,0.92,no,0,1,0
LOC102042006,NW_005054303.1:11660637-11678812,2,11,2.7,-2.6,2.6,0.00,0.23,no,1,1,0
ABLIM1,NW_005054300.1:71153-170073,2,2,1.0,0.3,0.3,0.82,0.99,no,0,0,0
FAM171A1,NW_005054307.1:9210531-9247855,5,2,1.8,1.2,1.2,0.25,0.87,no,0,1,0
VWA1,NW_005054449.1:227383-242386,2,2,1.0,0.4,0.4,0.73,0.98,no,0,0,0
DCBLD1,NW_005054306.1:6929304-6959953,0,2,0.0,-2.6,2.6,0.25,0.88,no,0,1,0
LOC102035819,NW_005054578.1:472482-473711,3,5,2.0,-0.9,0.9,0.23,0.86,no,0,0,0
SEPTIN3,NW_005054334.1:5081930-5097592,1,1,0.0,-0.6,0.6,0.77,0.99,no,0,0,0
LOC102042999,NW_005054623.1:70019-115838,0,1,-1.0,-2.3,2.3,0.31,0.91,no,0,1,0
ZBBX,NW_005054309.1:9029067-9042435,0,0,-3.3,0.0,0.0,0.75,NA,no,0,0,0
COL6A1,NW_005054661.1:125034-148111,2,0,0.0,2.6,2.6,0.18,0.81,no,0,1,0
MSH3,NW_005054431.1:1835955-1930686,173,88,7.0,1.0,1.0,0.16,0.80,no,2,0,0
SCNN1B,NW_005054399.1:2370594-2378941,2,1,0.6,1.0,1.0,0.52,0.97,no,0,0,0
GREB1L,NW_005054305.1:1756701-1889023,5,2,1.8,1.5,1.5,0.14,0.79,no,0,1,0
LOC102042573,NW_005054370.1:3700627-3704566,0,1,-1.0,-1.8,1.8,0.26,0.89,no,0,1,0
OTOP2,NW_005054370.1:2960611-2965969,1,0,-1.0,0.4,0.4,0.83,0.99,no,0,0,0
SOX10,NW_005054334.1:3234256-3244632,1,3,1.0,-2.5,2.5,0.07,0.66,no,0,1,0
RBP1,NW_005054380.1:3334225-3351129,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
GPR52,NW_005054517.1:14988-17725,0,1,-1.0,-2.5,2.5,0.24,0.87,no,0,1,0
LOC102040603,NW_005054320.1:7802694-7804514,1,1,0.0,-1.0,1.0,0.66,0.98,no,0,0,0
NTNG2,NW_005054329.1:4160637-4207923,1,1,0.0,-0.4,0.4,0.84,0.99,no,0,0,0
ANO6,NW_005054310.1:10562099-10677210,1,0,-1.0,0.8,0.8,0.78,NA,no,0,0,0
LOC102034956,NW_005054368.1:2843379-2847339,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
LOC102045536,NW_005054520.1:500574-503405,0,0,-3.3,0.0,0.0,0.98,NA,no,0,0,0
DPEP1,NW_005054373.1:2579560-2585172,1,1,0.0,-0.3,0.3,0.81,0.99,no,0,0,0
KIF26A,NW_005054303.1:7255755-7351949,0,2,0.0,-2.6,2.6,0.11,0.75,no,0,1,0
CALML4,NW_005054366.1:2763377-2765208,0,0,-3.3,0.0,0.0,0.92,NA,no,0,0,0
IL1R2,NW_005054315.1:7386618-7398125,42,13,4.8,1.7,1.7,0.10,0.72,no,2,1,0
PGR,NW_005054302.1:7652782-7683218,0,1,-1.0,-2.0,2.0,0.20,0.84,no,0,1,0
PROX2,NW_005054301.1:6194629-6201374,0,0,-3.3,0.0,0.0,0.77,NA,no,0,0,0
LOC102036170,NW_005054862.1:5902-7759,1,0,-1.0,1.9,1.9,0.36,0.93,no,0,1,0
ADAMTS19,NW_005054355.1:2965703-3095312,0,0,-3.3,0.0,0.0,0.95,NA,no,0,0,0
LAMC2,NW_005054357.1:3566627-3580821,1,1,0.0,0.8,0.8,0.72,0.98,no,0,0,0
LOC102036872,NW_005054330.1:410655-411681,0,0,-3.3,0.0,0.0,0.99,NA,no,0,0,0
LOC106632122,NW_005054854.1:6312-9772,0,0,-3.3,0.0,0.0,0.99,NA,no,0,0,0
LOC115948654,NW_005054462.1:496757-506745,0,1,-1.0,-2.2,2.2,0.56,NA,no,0,1,0
RELT,NW_005054530.1:366278-373606,1,0,-1.0,0.6,0.6,0.84,NA,no,0,0,0
LOC115948644,NW_005054457.1:361805-363730,0,1,-1.0,-2.2,2.2,0.42,0.95,no,0,1,0
MAFA,NW_005054587.1:342184-361830,1,1,0.0,0.3,0.3,0.89,1.00,no,0,0,0
BAG3,NW_005054451.1:434365-440294,236,40,7.1,2.6,2.6,0.00,0.12,no,2,1,0
LOC115949045,NW_005054722.1:124229-137467,0,0,-3.3,0.0,0.0,0.70,0.98,no,0,0,0
SLC45A2,NW_005054480.1:58464-74066,0,0,-3.3,0.0,0.0,0.76,0.99,no,0,0,0
EDA2R,NW_005054456.1:888265-896449,2,1,0.6,1.3,1.3,0.38,0.94,no,0,1,0
LOC115948128,NW_005054349.1:7497-14700,0,0,-3.3,0.0,0.0,0.59,NA,no,0,0,0
LOC115949352,NW_005056369.1:139-3171,6,5,2.5,0.3,0.3,0.80,0.99,no,0,0,0
CASKIN1,NW_005054399.1:1836045-1862133,1,0,-1.0,1.9,1.9,0.64,NA,no,0,1,0
SLC44A3,NW_005054336.1:3611432-3646412,0,1,-1.0,-1.0,1.0,0.63,0.98,no,0,1,0
DNTT,NW_005054300.1:7233630-7308189,2,2,1.0,0.0,0.0,0.98,1.00,no,0,0,0
ACRBP,NW_005054320.1:7902979-7914416,1,1,0.0,0.8,0.8,0.65,0.98,no,0,0,0
LOC102040635,NW_005054548.1:263010-274863,3,2,1.3,0.7,0.7,0.49,0.96,no,0,0,0
FMOD,NW_005054512.1:20352-24821,2,1,0.6,0.7,0.7,0.71,0.98,no,0,0,0
LOC115948177,NW_005054298.1:9855683-9855799,2,1,0.6,0.4,0.4,0.75,0.99,no,0,0,0
KLHL41,NW_005054298.1:17741974-17749841,14,9,3.5,0.6,0.6,0.39,0.94,no,1,0,0
LOC102038126,NW_005054416.1:2481749-2484135,2,1,0.6,1.3,1.3,0.28,0.90,no,0,1,0
LRATD2,NW_005054321.1:6413383-6414771,3,3,1.6,0.1,0.1,0.96,1.00,no,0,0,0
SLC26A9,NW_005054472.1:252025-267259,4,11,2.9,-1.5,1.5,0.08,0.68,no,1,1,0
GPC3,NW_005054569.1:29022-162867,1,0,-1.0,1.0,1.0,0.72,0.98,no,0,0,0
DZIP1,NW_005054363.1:1041286-1077636,1,1,0.0,0.4,0.4,0.84,0.99,no,0,0,0
PAH,NW_005054326.1:4331494-4366538,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
ROR1,NW_005054345.1:5323507-5372599,1,1,0.0,-0.6,0.6,0.79,0.99,no,0,0,0
CDA,NW_005054473.1:462570-464696,0,1,-1.0,-2.0,2.0,0.42,0.95,no,0,1,0
CUNH2orf88,NW_005054298.1:28764468-28784910,0,0,-3.3,0.0,0.0,0.96,NA,no,0,0,0
NAGK,NW_005055052.1:387-10233,2,3,1.3,-0.1,0.1,0.95,1.00,no,0,0,0
LOC115948791,NW_005054521.1:729-12811,13,9,3.5,0.5,0.5,0.63,0.98,no,1,0,0
LOC115949223,NW_005055113.1:1850-2793,1,0,-1.0,2.3,2.3,0.64,NA,no,0,1,0
SCRN1,NW_005054333.1:2111289-2139543,2,0,0.0,1.8,1.8,0.27,0.89,no,0,1,0
LOC102034254,NW_005054649.1:7713-16144,1,5,1.6,-2.5,2.5,0.02,0.47,no,0,1,0
LOC115948370,NW_005054386.1:852987-855044,0,1,-1.0,-2.5,2.5,0.40,0.94,no,0,1,0
LOC102041824,NW_005054457.1:782374-787466,1,0,-1.0,2.3,2.3,0.56,NA,no,0,1,0
LOC115948795,NW_005054524.1:334179-370568,1,0,-1.0,0.4,0.4,0.93,NA,no,0,0,0
LOC102041374,NW_005054298.1:17695508-17730447,1,0,-1.0,1.5,1.5,0.74,NA,no,0,1,0
LOC115948471,NW_005054410.1:2510822-2518381,1,0,-1.0,2.3,2.3,0.60,NA,no,0,1,0
LOC102040237,NW_005054615.1:313792-320489,0,1,-1.0,-1.4,1.4,0.69,NA,no,0,1,0
PROK2,NW_005054317.1:1230427-1234850,10,3,2.7,1.8,1.8,0.14,0.78,no,1,1,0
GASK1B,NW_005054297.1:27492731-27504818,0,1,-1.0,-2.5,2.5,0.47,NA,no,0,1,0
LRRTM3,NW_005054488.1:980426-1060347,0,1,-1.0,-1.8,1.8,0.49,0.96,no,0,1,0
SLCO2A1,NW_005054380.1:1683794-1707088,1,2,0.6,-0.4,0.4,0.78,0.99,no,0,0,0
LOC115948799,NW_005054529.1:13191-13273,1,0,-1.0,1.9,1.9,0.30,0.90,no,0,1,0
LRRC6,NW_005054394.1:542575-577686,2,1,0.6,1.6,1.6,0.15,0.79,no,0,1,0
TMPRSS6,NW_005054334.1:2753115-2770861,1,1,0.0,-0.2,0.2,0.94,1.00,no,0,0,0
LOC102032583,NW_005055059.1:9604-24037,221,357,8.2,-0.7,0.7,0.17,0.81,no,2,0,0
LOC102034524,NW_005054396.1:2526223-2533653,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
PLCD3,NW_005054518.1:490776-498718,0,1,-1.0,-1.8,1.8,0.28,0.90,no,0,1,0
RASD1,NW_005054399.1:279736-281660,11,4,2.9,1.4,1.4,0.23,0.86,no,1,1,0
NKX3-1,NW_005054514.1:82861-83832,1,0,-1.0,1.1,1.1,0.69,NA,no,0,1,0
TMEM240,NW_005054449.1:273316-284970,0,2,0.0,-2.4,2.4,0.22,0.85,no,0,1,0
TDRD5,NW_005054493.1:531027-544426,0,0,-3.3,0.0,0.0,0.87,NA,no,0,0,0
SLC7A9,NW_005054748.1:83313-98591,6,4,2.3,0.6,0.6,0.48,0.96,no,0,0,0
BEND6,NW_005054328.1:6849935-6870660,2,0,0.0,2.5,2.5,0.13,0.77,no,0,1,0
ADTRP,NW_005054376.1:3418979-3449286,0,1,-1.0,-1.7,1.7,0.73,NA,no,0,1,0
AMOTL2,NW_005054380.1:1564455-1571326,0,1,-1.0,-1.1,1.1,0.47,0.96,no,0,1,0
BARX1,NW_005054509.1:701303-701909,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
BARX2,NW_005054459.1:420795-425996,0,0,-3.3,0.0,0.0,0.99,NA,no,0,0,0
CAMK1G,NW_005054545.1:748868-761512,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
GAS2,NW_005054442.1:1449025-1541452,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
TRNAA-UGC-3,NW_005054362.1:1634732-1634803,0,0,-3.3,0.0,0.0,0.80,NA,no,0,0,0
LOC102042456,NW_005054319.1:771667-783770,8,4,2.6,0.8,0.8,0.37,0.93,no,0,0,0
PLEKHB1,NW_005054530.1:499773-508875,1,1,0.0,-0.2,0.2,0.89,1.00,no,0,0,0
TLL1,NW_005054297.1:25097622-25223182,0,1,-1.0,-1.6,1.6,0.72,NA,no,0,1,0
TEAD4,NW_005054444.1:1556933-1607446,1,1,0.0,-0.3,0.3,0.88,1.00,no,0,0,0
RBM46,NW_005054297.1:28787413-28800775,0,0,-3.3,0.0,0.0,0.85,NA,no,0,0,0
LOC102036335,NW_005054626.1:120912-122604,0,1,-1.0,-1.8,1.8,0.58,NA,no,0,1,0
PTPN5,NW_005054437.1:403837-458150,0,0,-3.3,0.0,0.0,0.72,NA,no,0,0,0
INHBA,NW_005054393.1:1421391-1434428,2,0,0.0,2.5,2.5,0.13,0.77,no,0,1,0
SORCS2,NW_005054372.1:2868841-3230094,0,1,-1.0,-1.8,1.8,0.54,NA,no,0,1,0
CACNA1S,NW_005054425.1:1633585-1694693,0,1,-1.0,-0.9,0.9,0.76,0.99,no,0,0,0
CNTN4,NW_005054420.1:467225-703712,1,0,-1.0,1.8,1.8,0.59,NA,no,0,1,0
LOC102031335,NW_005054337.1:1351437-1394589,0,1,-1.0,-2.5,2.5,0.18,0.82,no,0,1,0
DAPL1,NW_005054523.1:700541-707095,1,2,0.6,-0.5,0.5,0.73,0.98,no,0,0,0
COL4A6,NW_005054314.1:3670344-3755608,1,0,-1.0,2.0,2.0,0.41,0.94,no,0,1,0
MAPK4,NW_005054365.1:3798634-3826330,0,0,-3.3,0.0,0.0,0.66,NA,no,0,0,0
LOC115948600,NW_005054300.1:1864138-1873718,0,0,-3.3,0.0,0.0,0.70,0.98,no,0,0,0
SIX4,NW_005054303.1:11205239-11216148,4,1,1.3,1.3,1.3,0.18,0.82,no,0,1,0
LOC102045402,NW_005054335.1:3166738-3171321,95,45,6.1,1.1,1.1,0.24,0.87,no,2,1,0
MAJIN,NW_005054509.1:19382-38451,0,1,-1.0,-0.8,0.8,0.62,0.98,no,0,0,0
ANKRD34B,NW_005054431.1:1953959-1957960,1,1,0.0,0.7,0.7,0.71,0.98,no,0,0,0
DOK4,NW_005054343.1:4277215-4281355,1,0,-1.0,1.1,1.1,0.64,0.98,no,0,1,0
LOC102040011,NW_005054726.1:97699-103941,1,2,0.6,-0.6,0.6,0.74,0.99,no,0,0,0
SGO2,NW_005054298.1:25301952-25306143,1,1,0.0,1.1,1.1,0.55,0.97,no,0,1,0
FSIP1,NW_005054301.1:15107318-15175889,1,1,0.0,0.6,0.6,0.61,0.98,no,0,0,0
IFNG,NW_005054310.1:6252498-6256017,1,1,0.0,-0.4,0.4,0.90,NA,no,0,0,0
FAM160A1,NW_005054297.1:30155314-30233155,2,4,1.6,-0.8,0.8,0.43,0.95,no,0,0,0
AFDN,NW_005054299.1:21814057-21895730,0,1,-1.0,-1.3,1.3,0.49,0.96,no,0,1,0
RERG,NW_005054384.1:1320021-1414015,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
C7,NW_005054401.1:2414570-2438052,1,1,0.0,0.2,0.2,0.90,1.00,no,0,0,0
ESRP1,NW_005054344.1:4732667-4765621,0,0,-3.3,0.0,0.0,0.99,NA,no,0,0,0
LOC102044854,NW_005054337.1:1086985-1103944,4,1,1.3,2.5,2.5,0.12,0.76,no,0,1,0
LOC115949189,NW_005054970.1:357-2936,3,5,2.0,-0.5,0.5,0.67,0.98,no,0,0,0
PRSS12,NW_005054623.1:32092-64950,1,1,0.0,0.7,0.7,0.79,NA,no,0,0,0
LOC115949462,NW_005068777.1:1-557,2,0,0.0,2.1,2.1,0.13,0.77,no,0,1,0
ELFN1,NW_005054319.1:2055701-2138055,1,2,0.6,-1.5,1.5,0.23,0.86,no,0,1,0
GPR176,NW_005054301.1:15180216-15212277,2,1,0.6,0.3,0.3,0.81,0.99,no,0,0,0
LOC115947697,NW_005054309.1:4039820-4039890,4,1,1.3,1.3,1.3,0.21,0.85,no,0,1,0
DIO2,NW_005054301.1:3596498-3613215,1,1,0.0,0.3,0.3,0.84,0.99,no,0,0,0
LOC115947869,NW_005054326.1:1318268-1324501,109,72,6.5,0.6,0.6,0.41,0.94,no,2,0,0
HOXD8,NW_005054298.1:20180049-20181740,0,0,-3.3,0.0,0.0,0.98,NA,no,0,0,0
LOC115948923,NW_005054621.1:244781-244849,1,7,2.0,-2.5,2.5,0.00,0.24,no,0,1,0
LOC102039216,NW_005054674.1:36324-42392,56,98,6.3,-0.8,0.8,0.08,0.68,no,2,0,0
MORN5,NW_005054329.1:1647614-1661818,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
GRM1,NW_005054316.1:1520281-1702281,0,0,-3.3,0.0,0.0,0.79,NA,no,0,0,0
TCF4,NW_005054590.1:11249-49999,1,0,-1.0,1.4,1.4,0.40,0.94,no,0,1,0
ADAMTSL2,NW_005054329.1:3611170-3671715,1,0,-1.0,1.8,1.8,0.64,NA,no,0,1,0
TGFB2,NW_005054299.1:1454729-1515718,3,1,1.0,1.2,1.2,0.31,0.91,no,0,1,0
NELL2,NW_005054310.1:10768024-10885248,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
DNAAF4,NW_005054313.1:6079854-6087432,0,0,-3.3,0.0,0.0,0.79,NA,no,0,0,0
LOC115948067,NW_005054345.1:1700438-1701383,0,1,-1.0,-2.5,2.5,0.48,NA,no,0,1,0
LOC115948385,NW_005054387.1:1562878-1563794,1,1,0.0,0.0,0.0,0.99,1.00,no,0,0,0
PPL,NW_005054383.1:1461826-1488515,2,2,1.0,0.1,0.1,0.93,1.00,no,0,0,0
ARHGEF33,NW_005054521.1:135815-158568,2,1,0.6,1.3,1.3,0.28,0.90,no,0,1,0
LOC106632221,NW_005076737.1:5-256,0,1,-1.0,-1.9,1.9,0.26,0.89,no,0,1,0
MYOM2,NW_005054413.1:2424656-2494889,0,0,-3.3,0.0,0.0,0.93,NA,no,0,0,0
PODXL2,NW_005054317.1:8471503-8515888,3,2,1.3,0.3,0.3,0.81,0.99,no,0,0,0
WTIP,NW_005054484.1:65498-122352,2,0,0.0,2.0,2.0,0.18,0.81,no,0,1,0
CCM2L,NW_005054337.1:2584218-2592948,1,3,1.0,-2.5,2.5,0.03,0.53,no,0,1,0
LIPH,NW_005054380.1:566263-578929,3,1,1.0,2.3,2.3,0.13,0.78,no,0,1,0
LOC102033502,NW_005054370.1:2880845-2887728,2,5,1.8,-0.8,0.8,0.43,0.95,no,0,0,0
NTRK1,NW_005054582.1:75851-85433,2,1,0.6,0.8,0.8,0.46,0.95,no,0,0,0
PTPRG,NW_005054317.1:4838027-5143791,6,2,2.0,1.2,1.2,0.21,0.85,no,0,1,0
CFAP57,NW_005054347.1:1558902-1580616,1,0,-1.0,2.5,2.5,0.22,0.85,no,0,1,0
LOC102041124,NW_005054383.1:1730167-1736184,8,5,2.7,0.5,0.5,0.58,0.98,no,0,0,0
CTSE,NW_005054472.1:294851-297107,1,1,0.0,-0.3,0.3,0.81,0.99,no,0,0,0
GRM8,NW_005054324.1:5099127-5414051,0,2,0.0,-2.1,2.1,0.07,0.65,no,0,1,0
TRNAV-AAC,NW_005054346.1:3090656-3090728,0,0,-3.3,0.0,0.0,0.98,NA,no,0,0,0
LOC106632034,NW_005054570.1:294478-308514,11,3,2.8,1.8,1.8,0.05,0.59,no,1,1,0
CD83,NW_005054325.1:4944549-4957412,6,5,2.5,0.3,0.3,0.71,0.98,no,0,0,0
PCSK6,NW_005054366.1:1151878-1179615,36,38,5.2,-0.1,0.1,0.92,1.00,no,2,0,0
TMEM139,NW_005054589.1:326516-330843,4,3,1.8,0.5,0.5,0.54,0.97,no,0,0,0
FREM2,NW_005054322.1:6682161-6804347,0,1,-1.0,-2.5,2.5,0.61,NA,no,0,1,0
PTPRD,NW_005054390.1:1749459-2202178,0,1,-1.0,-1.4,1.4,0.53,0.97,no,0,1,0
FOXN1,NW_005054387.1:2503096-2522163,0,1,-1.0,-2.5,2.5,0.60,NA,no,0,1,0
