Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg UCRA,avg UFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
6844,0.921,LOC102040206,lnc_RNA,NW_005054334.1:5120544-5122711,+,-,638,1209,9.850968151,-0.921,0.921,5.4121E-08,2.65041E-06,yes,2,0,0
10095,0.921,MRM1,mRNA,NW_005054368.1:1643785-1649678,-,-,660,349,8.978710459,0.921,0.921,0.003559077,0.020266874,yes,2,0,0
11213,0.921,PDE7A,mRNA,NW_005054346.1:3000207-3077710,+,-,18,34,4.700439718,-0.921,0.921,0.011565499,0.048159653,yes,2,0,0
11279,0.92,PEMT,mRNA,NW_005054399.1:289344-330211,-,-,29,46,5.22881869,-0.664,0.664,0.043062714,0.123614727,no,2,0,0
11870,0.92,PRMT3,mRNA,NW_005054442.1:580218-638445,+,-,42,58,5.64385619,-0.477,0.477,0.174658337,0.331115209,no,2,0,0
3376,0.919,FAIM,mRNA,NW_005054298.1:7546080-7552394,+,-,139,73,6.727920455,0.919,0.919,0.001247203,0.009266753,yes,2,0,0
8643,0.919,LOC115948608,mRNA,NW_005054445.1:1342562-1347357,+,-,674,988,9.698704667,-0.55,0.55,0.02468709,0.083608311,no,2,0,0
101,0.918,ACAT1,mRNA,NW_005054302.1:5036868-5048999,-,-,69,131,6.64385619,-0.918,0.918,0.001522937,0.010821424,yes,2,0,0
2431,0.918,CUNH8orf82,mRNA,NW_005054719.1:144991-150641,-,-,189,358,8.095397023,-0.918,0.918,0.005354164,0.027324313,yes,2,0,0
11770,0.918,PPP1R9A,mRNA,NW_005054307.1:5873730-6002729,-,-,68,125,6.592457037,-0.876,0.876,0.012945082,0.052479019,no,2,0,0
14766,0.918,TPI1,mRNA,NW_005054320.1:8153822-8155690,+,-,2041,1081,10.60825482,0.918,0.918,2.39131E-07,9.17769E-06,yes,2,0,0
1690,0.917,CEP19,mRNA,NW_005054380.1:1825630-1829038,+,-,1032,646,9.712527,0.674,0.674,0.041052839,0.11940295,no,2,0,0
12707,0.916,RPS6KA6,mRNA,NW_005054349.1:4406084-4435214,+,-,180,339,8.019590728,-0.916,0.916,3.6874E-07,1.33565E-05,yes,2,0,0
10687,0.915,NOP16,mRNA,NW_005054308.1:9028419-9030673,-,-,2631,2628,11.36057278,0.001,0.001,0.995794,0.998151488,no,2,0,0
14851,0.915,TRIM62,mRNA,NW_005054475.1:194222-203081,+,-,37,70,5.741466986,-0.915,0.915,0.006420885,0.031182428,yes,2,0,0
580,0.914,APIP,mRNA,NW_005054312.1:7761020-7775975,+,-,485,914,9.450180247,-0.914,0.914,0.000250639,0.002717957,yes,2,0,0
3146,0.914,EML4,mRNA,NW_005054299.1:5939024-6026765,+,-,258,136,7.622051819,0.914,0.914,0.000201951,0.002293581,yes,2,0,0
10758,0.914,NRBF2,mRNA,NW_005054389.1:958996-963137,-,-,996,528,9.573647187,0.914,0.914,1.19171E-11,1.36356E-09,yes,2,0,0
12185,0.914,RAD51AP1,mRNA,NW_005054414.1:1499548-1505772,+,-,22,11,4.044394119,0.914,0.914,0.007570669,0.0351756,yes,2,0,0
13236,0.914,SLC16A1,mRNA,NW_005054566.1:527395-533506,-,-,24073,12773,14.16922039,0.914,0.914,6.02641E-06,0.000136886,yes,2,0,0
3116,0.913,ELMOD3,mRNA,NW_005054674.1:43684-49069,-,-,331,296,8.292321633,0.161,0.161,0.47581529,0.644759999,no,2,0,0
5787,0.913,LOC102033439,mRNA,NW_005054339.1:2996372-3000899,-,-,18,30,4.584962501,-0.667,0.667,0.048295057,0.13449793,no,2,0,0
11437,0.913,PIK3R5,mRNA,NW_005054457.1:977445-1006092,+,-,174,327,7.968666793,-0.913,0.913,0.010785404,0.045722196,yes,2,0,0
13969,0.913,STRAP,mRNA,NW_005054384.1:1762503-1768383,+,-,1120,596,9.744833837,0.913,0.913,2.86547E-07,1.07284E-05,yes,2,0,0
537,0.912,ANXA5,mRNA,NW_005054435.1:820600-840258,-,-,485,460,8.884170519,0.078,0.078,0.740640451,0.845390737,no,2,0,0
542,0.912,AOPEP,mRNA,NW_005054427.1:737119-921802,+,-,75,40,5.845490051,0.912,0.912,0.000489055,0.004522284,yes,2,0,0
2863,0.912,DPYSL2,mRNA,NW_005054514.1:869753-920848,+,-,85,160,6.936637939,-0.912,0.912,0.005465588,0.027754123,yes,2,0,0
10852,0.912,NUDT9,mRNA,NW_005054304.1:573039-581921,+,-,82,146,6.832890014,-0.823,0.823,0.000292978,0.003065756,yes,2,0,0
12001,0.912,PTGFRN,mRNA,NW_005054338.1:2796097-2837582,+,-,86,46,6.044394119,0.912,0.912,3.71864E-05,0.000609469,yes,2,0,0
13980,0.912,STX11,mRNA,NW_005054316.1:2442267-2443185,-,-,431,812,9.279610581,-0.912,0.912,8.05218E-07,2.67162E-05,yes,2,0,0
4457,0.911,HEXB,mRNA,NW_005054476.1:426595-440123,-,-,88,139,6.826548487,-0.66,0.66,0.002234731,0.014392324,yes,2,0,0
7943,0.91,LOC115947716,snoRNA,NW_005054310.1:7723550-7723681,+,-,26,49,5.22881869,-0.91,0.91,0.000703736,0.005966645,yes,2,0,0
9819,0.91,MED14,mRNA,NW_005054374.1:2827107-2860294,-,-,559,975,9.583082768,-0.802,0.802,3.61122E-13,5.45829E-11,yes,2,0,0
15569,0.91,WASL,mRNA,NW_005054324.1:4093603-4118395,-,-,143,192,7.388017285,-0.431,0.431,0.127579523,0.266272776,no,2,0,0
658,0.909,ARHGDIB,mRNA,NW_005054331.1:6478973-6484148,+,-,818,1536,10.20089861,-0.909,0.909,9.83155E-06,0.000207173,yes,2,0,0
5385,0.909,LDHB,mRNA,NW_005054574.1:319419-329900,-,-,157,294,7.816983623,-0.909,0.909,0.008690489,0.038845439,yes,2,0,0
6178,0.909,LOC102036096,mRNA,NW_005054387.1:961021-988795,-,-,491,261,8.554588852,0.909,0.909,7.53697E-08,3.4431E-06,yes,2,0,0
10472,0.909,NDUFA4,mRNA,NW_005054307.1:3590405-3593582,+,-,50,71,5.918863237,-0.498,0.498,0.103686809,0.230341976,no,2,0,0
15165,0.909,TTLL5,mRNA,NW_005054301.1:5778819-5916793,-,-,179,114,7.194756854,0.646,0.646,0.01119882,0.047164485,yes,2,0,0
1841,0.908,CHST14,mRNA,NW_005054416.1:1304708-1306693,-,-,77,144,6.787902559,-0.908,0.908,2.07751E-06,5.87412E-05,yes,2,0,0
13211,0.908,SKP2,mRNA,NW_005054401.1:527487-538184,+,-,1163,620,9.800090988,0.908,0.908,5.16773E-05,0.000799855,yes,2,0,0
14102,0.908,SYTL4,mRNA,NW_005054349.1:879272-886180,+,-,34,58,5.523561956,-0.778,0.778,0.02381733,0.081758113,no,2,0,0
2610,0.907,DENND2D,mRNA,NW_005054425.1:288865-299120,-,-,81,153,6.87036472,-0.907,0.907,5.2961E-05,0.000816484,yes,2,0,0
12217,0.907,RAMP2,mRNA,NW_005054559.1:504683-507836,-,-,71,134,6.6794801,-0.907,0.907,0.000671405,0.005752284,yes,2,0,0
12459,0.907,RHOBTB2,mRNA,NW_005054705.1:608-10828,-,-,49,29,5.285402219,0.777,0.777,0.007777174,0.035825623,yes,2,0,0
6651,0.906,LOC102039087,mRNA,NW_005054383.1:1521507-1525949,-,-,146,274,7.714245518,-0.906,0.906,0.000588676,0.005188743,yes,2,0,0
9159,0.906,LOC115949289,lnc_RNA,NW_005055436.1:4610-4965,-,-,207,387,8.214319121,-0.906,0.906,0.00703428,0.033367178,yes,2,0,0
9939,0.906,MICAL2,mRNA,NW_005054402.1:2249044-2304424,+,-,88,122,6.714245518,-0.463,0.463,0.068805043,0.172512829,no,2,0,0
9978,0.906,MKNK1,mRNA,NW_005054347.1:4141293-4162566,-,-,56,81,6.098032083,-0.558,0.558,0.061970828,0.16049972,no,2,0,0
14448,0.906,TM2D1,mRNA,NW_005054345.1:4620648-4633419,-,-,1148,613,9.782179194,0.906,0.906,1.6455E-05,0.000311492,yes,2,0,0
15852,0.906,ZFAND2A,mRNA,NW_005054319.1:2483087-2486778,+,-,30597,26049,14.78968646,0.232,0.232,0.362974007,0.541211882,no,2,0,0
641,0.905,ARHGAP25,mRNA,NW_005054689.1:180575-190812,+,-,232,435,8.381542951,-0.905,0.905,0.000826202,0.006740134,yes,2,0,0
1184,0.905,BYSL,mRNA,NW_005054512.1:114862-118352,-,-,368,688,9.044394119,-0.905,0.905,1.15305E-05,0.000233723,yes,2,0,0
2112,0.905,COQ6,mRNA,NW_005054301.1:6636042-6646701,-,-,717,559,9.317412614,0.359,0.359,0.145063881,0.291580544,no,2,0,0
3611,0.905,FGF1,mRNA,NW_005054308.1:11626693-11646807,-,-,12,19,3.95419631,-0.594,0.594,0.088454944,0.205494095,no,2,0,0
6775,0.905,LOC102039814,mRNA,NW_005054339.1:5576821-5582734,-,-,46,86,6.044394119,-0.905,0.905,0.002102395,0.013746077,yes,2,0,0
12679,0.905,RPS12,mRNA,NW_005054392.1:2509501-2512857,-,-,49743,34833,15.36796071,0.514,0.514,0.076878186,0.186527871,no,2,0,0
3607,0.904,FGD3,mRNA,NW_005054509.1:148824-218864,+,-,194,363,8.121533517,-0.904,0.904,0.000172715,0.002027372,yes,2,0,0
6162,0.904,LOC102036000,mRNA,NW_005054720.1:129508-134358,+,-,577,388,8.914385132,0.573,0.573,0.001199075,0.008989756,yes,2,0,0
13036,0.904,SERTAD2,mRNA,NW_005054396.1:762329-780502,-,-,35,66,5.658211483,-0.904,0.904,0.004235879,0.023048832,yes,2,0,0
13612,0.904,SNORC,mRNA,NW_005054609.1:345012-354557,-,-,496,265,8.571752644,0.904,0.904,8.63148E-05,0.00119407,yes,2,0,0
11243,0.903,PDLIM7,mRNA,NW_005054308.1:9287998-9303617,+,-,3988,3128,11.7968508,0.351,0.351,0.082654006,0.195959138,no,2,0,0
696,0.902,ARL16,mRNA,NW_005054578.1:330708-331496,+,-,462,862,9.370687407,-0.902,0.902,6.91913E-05,0.001009665,yes,2,0,0
2832,0.902,DOLPP1,mRNA,NW_005054329.1:5356378-5365052,-,-,100,53,6.257387843,0.902,0.902,0.00014439,0.001766002,yes,2,0,0
6809,0.902,LOC102039997,mRNA,NW_005054434.1:7-6852,+,-,571,331,8.816983623,0.787,0.787,0.001131616,0.008573249,yes,2,0,0
10591,0.902,NHLRC3,mRNA,NW_005054322.1:6579633-6588615,-,-,41,56,5.599912842,-0.446,0.446,0.026141406,0.086946275,no,2,0,0
14200,0.902,TBCK,mRNA,NW_005054304.1:14453017-14540100,+,-,486,260,8.54303182,0.902,0.902,2.52286E-06,6.77354E-05,yes,2,0,0
569,0.901,APBB1IP,mRNA,NW_005054360.1:1199520-1248649,+,-,264,493,8.56414949,-0.901,0.901,0.009248408,0.040802975,yes,2,0,0
1192,0.901,C1QBP,mRNA,NW_005054531.1:810253-814135,+,-,109,204,7.290018847,-0.901,0.901,8.21518E-06,0.000177387,yes,2,0,0
1880,0.901,CKB,mRNA,NW_005054303.1:6811424-6818427,-,-,46,86,6.044394119,-0.901,0.901,0.002487108,0.015511802,yes,2,0,0
8138,0.901,LOC115947965,mRNA,NW_005054334.1:5684731-5691759,-,-,837,448,9.327552644,0.901,0.901,0.000239919,0.002622619,yes,2,0,0
9216,0.9,LOC115949350,mRNA,NW_005056363.1:892-3589,+,-,184,102,7.159871337,0.854,0.854,0.007851224,0.036095581,yes,2,0,0
11664,0.9,POLR2D,mRNA,NW_005054380.1:2621485-2625027,-,-,427,229,8.357552005,0.9,0.9,1.24926E-07,5.27401E-06,yes,2,0,0
3642,0.899,FH,mRNA,NW_005054311.1:3919189-3934865,-,-,568,305,8.769837844,0.899,0.899,1.44007E-09,1.01327E-07,yes,2,0,0
4154,0.899,GPI,mRNA,NW_005054484.1:176999-198846,-,-,355,662,8.990103964,-0.899,0.899,0.002942437,0.017504501,yes,2,0,0
4352,0.899,GYG1,mRNA,NW_005054309.1:12077655-12092791,-,-,655,1221,9.873444113,-0.899,0.899,2.63061E-05,0.000462074,yes,2,0,0
4953,0.899,ITM2A,mRNA,NW_005054349.1:5011351-5021989,+,-,58785,102838,16.30227299,-0.807,0.807,1.6476E-06,4.89431E-05,yes,2,0,0
15703,0.899,XPNPEP1,mRNA,NW_005054300.1:2378432-2409600,+,-,70,130,6.64385619,-0.899,0.899,0.002631955,0.016062527,yes,2,0,0
5209,0.898,KIF9,mRNA,NW_005054466.1:1020583-1051438,-,-,49,92,6.139551352,-0.898,0.898,0.006749724,0.032345799,yes,2,0,0
12359,0.898,REEP3,mRNA,NW_005054389.1:737258-758488,-,-,3499,1876,11.39204904,0.898,0.898,1.15002E-05,0.000233723,yes,2,0,0
15275,0.898,UBE3C,mRNA,NW_005054424.1:1204933-1275245,-,-,228,298,8.038918989,-0.385,0.385,0.088983853,0.206375026,no,2,0,0
1778,0.897,CHCHD7,mRNA,NW_005054305.1:10786552-10792528,+,-,2065,1110,10.63254088,0.897,0.897,6.76966E-08,3.13943E-06,yes,2,0,0
4289,0.896,GRWD1,mRNA,NW_005054970.1:7211-15513,+,-,338,628,8.915879379,-0.896,0.896,0.000275479,0.002917548,yes,2,0,0
11045,0.896,PACS2,mRNA,NW_005054421.1:827003-874294,-,-,40,74,5.832890014,-0.896,0.896,0.000134518,0.001678802,yes,2,0,0
11921,0.896,PRUNE1,mRNA,NW_005054618.1:303068-306281,+,-,795,1478,10.15038197,-0.896,0.896,0.000134175,0.00167623,yes,2,0,0
15778,0.896,ZBTB25,mRNA,NW_005054303.1:9637535-9640878,+,-,17,32,4.614709844,-0.896,0.896,0.008202571,0.037263108,yes,2,0,0
63,0.895,ABHD17C,mRNA,NW_005054313.1:1592140-1622335,+,-,38,56,5.554588852,-0.536,0.536,0.077963806,0.188366156,no,2,0,0
6374,0.895,LOC102037276,mRNA,NW_005054384.1:921984-927466,-,-,374,201,8.167418146,0.895,0.895,2.32844E-06,6.36602E-05,yes,2,0,0
13096,0.895,SGPP1,mRNA,NW_005054303.1:9993344-10012593,+,-,54,101,6.276124405,-0.895,0.895,0.000543082,0.004878173,yes,2,0,0
5399,0.894,LEPROT,mRNA,NW_005054555.1:92640-97510,+,-,1205,1593,10.45018025,-0.402,0.402,0.07645435,0.18572036,no,2,0,0
9192,0.894,LOC115949324,lnc_RNA,NW_005055800.1:3641-5392,+,-,2553,1493,10.9822806,0.774,0.774,0.006586897,0.031736866,yes,2,0,0
9935,0.894,MIA3,mRNA,NW_005054602.1:426718-453938,-,-,7270,10080,13.08264804,-0.472,0.472,0.064678337,0.165314587,no,2,0,0
11741,0.894,PPM1G,mRNA,NW_005054669.1:104310-119618,-,-,14448,11762,13.67782973,0.297,0.297,0.237498951,0.407069811,no,2,0,0
13990,0.894,STX7,mRNA,NW_005054392.1:2594772-2625592,+,-,435,669,9.108524457,-0.617,0.617,0.003160889,0.018426524,yes,2,0,0
1488,0.893,CCNF,mRNA,NW_005054383.1:1025674-1036393,+,-,30,51,5.339850003,-0.761,0.761,0.008953675,0.039774977,yes,2,0,0
4590,0.893,HPS5,mRNA,NW_005054437.1:190263-208305,-,-,9196,5697,12.86234677,0.691,0.691,0.01911308,0.069581159,no,2,0,0
15426,0.893,UTP11,mRNA,NW_005054499.1:106763-112179,+,-,45,84,6.011227255,-0.893,0.893,0.000359764,0.003572254,yes,2,0,0
12722,0.892,RRAS2,mRNA,NW_005054410.1:654484-665982,-,-,161,298,7.842350343,-0.892,0.892,0.002685701,0.016298902,yes,2,0,0
13270,0.892,SLC22A5,mRNA,NW_005054308.1:1761751-1786577,-,-,45,83,6,-0.892,0.892,0.000617776,0.005367941,yes,2,0,0
100,0.891,ACAP3,mRNA,NW_005054450.1:114528-150425,+,-,48,89,6.098032083,-0.891,0.891,0.000280405,0.002956928,yes,2,0,0
5768,0.891,LOC102033289,mRNA,NW_005054414.1:789771-818869,-,-,1164,628,9.807354922,0.891,0.891,4.20371E-06,0.000102932,yes,2,0,0
12490,0.891,RINT1,mRNA,NW_005054354.1:2458419-2469547,-,-,784,424,9.238404739,0.891,0.891,1.35098E-08,7.69306E-07,yes,2,0,0
5864,0.89,LOC102033975,mRNA,NW_005054625.1:401561-417133,+,-,723,572,9.338736383,0.336,0.336,0.106513917,0.234583538,no,2,0,0
10537,0.89,NEMP2,mRNA,NW_005054298.1:28666184-28685659,+,-,78,125,6.665335917,-0.688,0.688,0.013023961,0.052781316,no,2,0,0
13937,0.89,STK17B,mRNA,NW_005054298.1:26752852-26765194,+,-,266,420,8.422064766,-0.659,0.659,0.006750267,0.032345799,yes,2,0,0
15590,0.889,WDR25,mRNA,NW_005054303.1:4962250-5022127,+,-,64,34,5.614709844,0.889,0.889,8.4349E-06,0.000181811,yes,2,0,0
37,0.888,ABCC10,mRNA,NW_005054299.1:18376836-18394409,+,-,88,51,6.118941073,0.769,0.769,0.007803913,0.035905038,yes,2,0,0
3129,0.888,ELP3,mRNA,NW_005054576.1:507384-611735,+,-,408,295,8.457380879,0.466,0.466,0.00251729,0.015633371,yes,2,0,0
13082,0.888,SFXN4,mRNA,NW_005054451.1:724194-733239,+,-,163,88,6.971543554,0.888,0.888,0.000767892,0.006404152,yes,2,0,0
14514,0.888,TMEM135,mRNA,NW_005054302.1:12837236-12993811,-,-,38,70,5.754887502,-0.888,0.888,0.01129992,0.047439732,yes,2,0,0
14856,0.888,TRIM8,mRNA,NW_005054300.1:4864289-4894191,-,-,58,107,6.366322214,-0.888,0.888,0.00957431,0.041818863,yes,2,0,0
11820,0.887,PRDX3,mRNA,NW_005054451.1:717978-722921,+,-,704,802,9.556506055,-0.189,0.189,0.522509978,0.683668874,no,2,0,0
14716,0.887,TNRC18,mRNA,NW_005054319.1:512773-550536,+,-,199,289,7.930737338,-0.541,0.541,0.037290822,0.111585376,no,2,0,0
1008,0.886,BCDIN3D,mRNA,NW_005054610.1:175912-178089,+,-,597,323,8.845490051,0.886,0.886,1.02357E-11,1.18222E-09,yes,2,0,0
4095,0.886,GNL3,mRNA,NW_005054339.1:2148687-2157151,-,-,45,84,6.011227255,-0.886,0.886,0.004767587,0.025181543,yes,2,0,0
5302,0.886,KRTCAP2,mRNA,NW_005054582.1:171853-173035,-,-,95,176,7.082149041,-0.886,0.886,0.006495625,0.031383559,yes,2,0,0
6932,0.886,LOC102040709,mRNA,NW_005054314.1:3566321-3570162,-,-,65,120,6.531381461,-0.886,0.886,0.009602013,0.041909963,yes,2,0,0
11971,0.886,PSMG2,mRNA,NW_005054350.1:3587718-3594915,-,-,22,41,4.977279923,-0.886,0.886,0.004958669,0.02581549,yes,2,0,0
13020,0.886,SERHL2,mRNA,NW_005054334.1:5350030-5358187,+,-,41,76,5.87036472,-0.886,0.886,0.00395035,0.021963729,yes,2,0,0
4706,0.885,IFNGR1,mRNA,NW_005054316.1:3240780-3256325,-,-,4334,2347,11.70584834,0.885,0.885,1.58494E-07,6.40409E-06,yes,2,0,0
12127,0.884,RAB25,mRNA,NW_005054546.1:360286-364299,+,-,121,223,7.426264755,-0.884,0.884,0.000303764,0.00313569,yes,2,0,0
14420,0.884,TIPIN,mRNA,NW_005054366.1:2033731-2040382,-,-,24,42,5.044394119,-0.782,0.782,0.01720404,0.064392864,no,2,0,0
9920,0.883,MGAT4A,mRNA,NW_005054315.1:8778084-8851758,+,-,87,160,6.948367232,-0.883,0.883,0.000406152,0.003909215,yes,2,0,0
12461,0.883,RHOC,mRNA,NW_005054566.1:452277-459052,-,-,853,1573,10.24436384,-0.883,0.883,0.009875723,0.042775677,yes,2,0,0
3745,0.882,FPGT,mRNA,NW_005054529.1:250152-253688,-,-,4256,4398,12.07915141,-0.047,0.047,0.87873075,0.932665849,no,2,0,0
4377,0.882,HAPLN3,mRNA,NW_005054313.1:840344-845023,-,-,187,343,8.049848549,-0.88,0.88,0.003659428,0.02069394,yes,2,0,0
5943,0.882,LOC102034432,mRNA,NW_005055267.1:39-11893,-,-,2569,2457,11.29519496,0.065,0.065,0.83748531,0.906584848,no,2,0,0
8869,0.882,LOC115948894,mRNA,NW_005054600.1:385058-389940,-,-,980,612,9.636624621,0.678,0.678,0.006153237,0.030242507,yes,2,0,0
10452,0.882,NDC1,mRNA,NW_005054345.1:2244219-2258152,-,-,112,75,6.54689446,0.579,0.579,0.040895625,0.119154006,no,2,0,0
12164,0.882,RAB9B,mRNA,NW_005054314.1:8161394-8165518,-,-,89,161,6.965784285,-0.858,0.858,0.005981536,0.029635933,yes,2,0,0
13544,0.882,SMC6,mRNA,NW_005054318.1:2868823-2900765,+,-,498,270,8.584962501,0.882,0.882,0.004563309,0.024343612,yes,2,0,0
5319,0.881,LACTB2,mRNA,NW_005054346.1:1107785-1123505,+,-,1948,1058,10.55362929,0.881,0.881,5.29359E-06,0.000123919,yes,2,0,0
8095,0.881,LOC115947917,mRNA,NW_005054330.1:6597393-6604727,-,-,123,160,7.144658243,-0.371,0.371,0.063395094,0.163007933,no,2,0,0
15620,0.881,WDR75,mRNA,NW_005054298.1:28977505-28993358,-,-,31,57,5.459431619,-0.881,0.881,0.000599044,0.005244129,yes,2,0,0
15960,0.881,ZNF692,mRNA,NW_005054770.1:4182-11183,+,-,675,410,9.083479327,0.717,0.717,6.10394E-05,0.000909131,yes,2,0,0
922,0.88,AURKA,mRNA,NW_005054356.1:2504934-2510472,+,-,581,473,9.041659152,0.298,0.298,0.340058173,0.519634119,no,2,0,0
1539,0.88,CD59,mRNA,NW_005054402.1:452595-457795,+,-,3440,6329,12.25399517,-0.88,0.88,8.21504E-05,0.001156055,yes,2,0,0
2540,0.88,DCSTAMP,mRNA,NW_005054353.1:3039573-3051880,+,-,80,61,6.139551352,0.386,0.386,0.132405361,0.273224142,no,2,0,0
4967,0.88,IVD,mRNA,NW_005054416.1:1371082-1382718,-,-,77,142,6.77478706,-0.88,0.88,0.000200083,0.002280831,yes,2,0,0
11041,0.88,PABPN1L,mRNA,NW_005054373.1:2272176-2275997,-,-,105,193,7.21916852,-0.88,0.88,3.2012E-05,0.000545094,yes,2,0,0
12637,0.88,RPL24,mRNA,NW_005054391.1:776459-780099,-,-,8631,15688,13.56979629,-0.862,0.862,0.000248749,0.00270705,yes,2,0,0
14551,0.88,TMEM19,mRNA,NW_005054310.1:4899853-4910758,-,-,329,178,7.985841937,0.88,0.88,5.67995E-10,4.60527E-08,yes,2,0,0
7387,0.879,LOC102043878,mRNA,NW_005054299.1:6182388-6184700,-,-,49,70,5.894817763,-0.507,0.507,0.082569919,0.195850092,no,2,0,0
6599,0.878,LOC102038704,mRNA,NW_005054674.1:16242-19734,-,-,10418,6710,13.06406908,0.635,0.635,0.000148549,0.001806045,yes,2,0,0
14546,0.876,TMEM184A,mRNA,NW_005054319.1:2206378-2210051,+,-,42,42,5.392317423,0.002,0.002,0.9961694,0.998326561,no,2,0,0
21,0.875,ABCA1,mRNA,NW_005054355.1:3508181-3591538,+,-,1985,1082,10.58261245,0.875,0.875,0.001151056,0.008697033,yes,2,0,0
11335,0.875,PHACTR2,mRNA,NW_005054316.1:5690594-5825976,+,-,148,112,7.022367813,0.394,0.394,0.150499984,0.299018982,no,2,0,0
13349,0.875,SLC30A7,mRNA,NW_005054336.1:5337811-5366088,+,-,77,107,6.523561956,-0.468,0.468,0.066376405,0.168319455,no,2,0,0
4630,0.874,HSPA4,mRNA,NW_005054308.1:11507327-11519928,+,-,8374,4571,12.66010734,0.874,0.874,0.000838815,0.006814167,yes,2,0,0
8817,0.874,LOC115948831,mRNA,NW_005054546.1:192747-196577,-,-,186,340,8.038918989,-0.874,0.874,2.40162E-06,6.49075E-05,yes,2,0,0
15368,0.874,URI1,mRNA,NW_005054408.1:1593396-1623029,-,-,85,156,6.912889336,-0.874,0.874,0.005218475,0.026765725,yes,2,0,0
97,0.873,ACADSB,mRNA,NW_005054369.1:762682-775619,+,-,2669,1929,11.16679075,0.468,0.468,0.050548367,0.138852067,no,2,0,0
15277,0.873,UBE4A,mRNA,NW_005054447.1:1455954-1465822,+,-,19666,12819,13.98748608,0.617,0.617,4.14755E-05,0.000666644,yes,2,0,0
5949,0.872,LOC102034479,mRNA,NW_005054491.1:325702-338234,-,-,780,666,9.497851837,0.227,0.227,0.428433446,0.60180251,no,2,0,0
10416,0.871,NBN,mRNA,NW_005054344.1:2879979-2903008,-,-,128,233,7.495855027,-0.871,0.871,9.76614E-06,0.00020615,yes,2,0,0
10768,0.871,NRGN,mRNA,NW_005054541.1:419295-422113,-,-,121,221,7.417852515,-0.871,0.871,0.001467598,0.010482968,yes,2,0,0
13068,0.871,SFN,mRNA,NW_005054436.1:438210-439307,-,-,45,74,5.894817763,-0.719,0.719,0.001842264,0.012544406,yes,2,0,0
13659,0.871,SNX4,mRNA,NW_005054298.1:7731444-7763064,+,-,50,91,6.139551352,-0.871,0.871,0.006970997,0.03315692,yes,2,0,0
1819,0.87,CHRFAM7A,mRNA,NW_005054313.1:7329370-7367846,+,-,110,60,6.409390936,0.87,0.87,0.004914423,0.025649865,yes,2,0,0
4335,0.87,GTPBP8,mRNA,NW_005054320.1:2359568-2370721,+,-,75,137,6.727920455,-0.87,0.87,0.001605311,0.011256483,yes,2,0,0
14156,0.87,TAPT1,mRNA,NW_005054297.1:1997211-2041846,-,-,387,212,8.226412193,0.87,0.87,3.04247E-07,1.12535E-05,yes,2,0,0
1870,0.869,CIRBP,transcript,NW_005054491.1:875905-880103,+,-,1263,864,10.05460432,0.547,0.547,0.015971171,0.060828829,no,2,0,0
2472,0.869,D2HGDH,mRNA,NW_005054380.1:1931597-1940026,-,-,163,164,7.353146825,-0.016,0.016,0.947182864,0.973356002,no,2,0,0
5477,0.869,LMNB1,mRNA,NW_005054670.1:229194-242545,-,-,70,128,6.62935662,-0.869,0.869,0.006183511,0.030379104,yes,2,0,0
82,0.868,ABRAXAS1,mRNA,NW_005054304.1:788021-794280,-,-,585,321,8.82336724,0.868,0.868,0.000123523,0.001576454,yes,2,0,0
8249,0.868,LOC115948124,lnc_RNA,NW_005054298.1:19575117-19583003,-,-,299,545,8.721099189,-0.868,0.868,0.002142476,0.013938248,yes,2,0,0
10394,0.868,NAP1L1,mRNA,NW_005054310.1:3415006-3429897,+,-,144,263,7.668884984,-0.868,0.868,0.007247783,0.034063189,yes,2,0,0
10433,0.868,NCF4,mRNA,NW_005054334.1:2675873-2689161,+,-,52,95,6.199672345,-0.868,0.868,0.000802042,0.006599525,yes,2,0,0
11534,0.868,PLEKHA2,mRNA,NW_005054535.1:726290-737620,-,-,390,712,9.105908509,-0.868,0.868,0.005680556,0.028479542,yes,2,0,0
11984,0.868,PTCD1,mRNA,NW_005054319.1:184317-189140,+,-,669,447,9.124121312,0.582,0.582,0.007954179,0.036459384,yes,2,0,0
12480,0.868,RILP,mRNA,NW_005054387.1:2096226-2099576,-,-,183,334,8.01402047,-0.868,0.868,1.35208E-06,4.13837E-05,yes,2,0,0
13893,0.867,ST8SIA6,mRNA,NW_005054307.1:10048307-10092500,-,-,310,527,8.709083813,-0.769,0.769,0.000779797,0.006459439,yes,2,0,0
1795,0.866,CHID1,mRNA,NW_005054312.1:9431588-9528604,-,-,56,31,5.442943496,0.866,0.866,0.000708077,0.005995147,yes,2,0,0
1801,0.866,CHMP2A,mRNA,NW_005054816.1:17427-32076,+,-,617,973,9.63481105,-0.656,0.656,0.000467626,0.004363682,yes,2,0,0
13465,0.866,SLC6A9,mRNA,NW_005054347.1:2428024-2432645,-,-,1486,1009,10.2848241,0.56,0.56,0.010319852,0.044238779,yes,2,0,0
14389,0.866,THUMPD1,mRNA,NW_005054319.1:4668062-4671323,+,-,302,495,8.638435914,-0.711,0.711,0.008051297,0.036800737,yes,2,0,0
