Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg mICRA,avg mUCRA,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
3038,0,EGF,mRNA,NW_005054304.1:13075049-13134356,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
4375,0,HAPLN1,mRNA,NW_005054431.1:560041-625574,+,-,0,0,-3.321928095,0,0,0.934408295,1,no,0,0,0
6126,0,LOC102035809,mRNA,NW_005054444.1:1054014-1085095,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
8139,217,LOC115947966,lnc_RNA,NW_005054334.1:2914289-2963794,-,-,4,1,1.321928095,2.174,2.174,0.039761638,1,no,0,1,0
8605,0,LOC115948564,mRNA,NW_005054432.1:1801552-2010839,+,-,0,0,-3.321928095,0,0,0.717064904,1,no,0,0,0
11473,0,PKDCC,mRNA,NW_005054299.1:5599814-5638190,+,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
14687,0,TNFRSF19,mRNA,NW_005054302.1:2264052-2321545,-,-,0,1,-1,-0.258,0.258,0.921797521,1,no,0,0,0
7314,-2,LOC102043350,lnc_RNA,NW_005054321.1:2441641-2447192,-,-,0,1,-1,-1.975,1.975,0.667858717,1,no,0,1,0
2791,81,DNAJC6,mRNA,NW_005054555.1:70079-91353,+,-,11,6,3.087462841,0.813,0.813,0.214928891,1,no,1,0,0
6489,0,LOC102038058,mRNA,NW_005054344.1:1366219-1377213,+,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
13272,-2,SLC23A1,mRNA,NW_005054532.1:108112-115276,-,-,0,2,0,-1.672,1.672,0.273683969,1,no,0,1,0
3882,0,GAP43,mRNA,NW_005054320.1:3436409-3489382,+,-,0,0,-3.321928095,0,0,0.962000389,1,no,0,0,0
13275,0,SLC24A1,mRNA,NW_005054366.1:1650201-1664406,+,-,0,0,-3.321928095,0,0,0.845420224,1,no,0,0,0
5758,-2,LOC102033239,mRNA,NW_005054737.1:87171-113216,+,-,0,1,-1,-1.839,1.839,0.345183709,1,no,0,1,0
639,-130,ARHGAP23,mRNA,NW_005054648.1:156945-163512,-,-,2,6,2,-1.301,1.301,0.129779634,1,no,0,1,0
4151,0,GPER1,mRNA,NW_005054319.1:2503777-2505401,-,-,0,0,-3.321928095,0,0,0.772405851,1,no,0,0,0
7521,112,LOC102044668,mRNA,NW_005055650.1:278-7399,+,-,3,2,1.321928095,1.116,1.116,0.404456801,1,no,0,1,0
10518,-8,NEIL2,mRNA,NW_005054377.1:2331824-2334764,-,-,7,8,2.906890596,-0.083,0.083,0.938542033,1,no,0,0,0
13435,0,SLC4A8,mRNA,NW_005054610.1:54359-76655,+,-,0,1,-1,-0.038,0.038,0.982211265,1,no,0,0,0
1266,0,CALB2,mRNA,NW_005054343.1:3248601-3254583,+,-,0,1,-1,0.026,0.026,0.991625428,1,no,0,0,0
15032,0,TRNAT-AGU-3,tRNA,NW_005054484.1:1287691-1287764,-,-,11,12,3.523561956,0.004,0.004,0.99581421,1,no,2,0,0
6492,0,LOC102038088,mRNA,NW_005054566.1:3899-6314,+,-,0,0,-3.321928095,0,0,0.890413771,1,no,0,0,0
12856,97,SBF2,mRNA,NW_005054416.1:458453-654794,-,-,26,14,4.321928095,0.966,0.966,0.041912969,1,no,2,0,0
1729,0,CFAP206,mRNA,NW_005054328.1:6039714-6054708,+,-,1,1,0,0.203,0.203,0.932852855,1,no,0,0,0
10589,-1,NHLRC1,mRNA,NW_005054325.1:4627410-4631832,+,-,0,1,-1,-1.107,1.107,0.503052099,1,no,0,1,0
11006,0,OVOL2,mRNA,NW_005054405.1:371236-378578,-,-,0,0,-3.321928095,0,0,0.97633061,1,no,0,0,0
14083,41,SYPL2,mRNA,NW_005054425.1:1745242-1754551,+,-,2,1,0.584962501,0.405,0.405,0.79579054,1,no,0,0,0
1263,0,CADPS,mRNA,NW_005054317.1:4621876-4785329,+,-,1,0,-1,1.173,1.173,0.490306378,1,no,0,1,0
15481,-2,VIP,mRNA,NW_005054316.1:8690437-8696377,-,-,0,1,-1,-1.573,1.573,0.640371619,1,no,0,1,0
15643,0,WIF1,mRNA,NW_005054310.1:7414267-7434285,+,-,0,0,-3.321928095,0,0,0.912531691,1,no,0,0,0
5851,0,LOC102033901,mRNA,NW_005054425.1:163615-166079,+,-,0,0,-3.321928095,0,0,0.934407296,1,no,0,0,0
6943,0,LOC102040760,mRNA,NW_005054303.1:1708302-1740583,-,-,0,0,-3.321928095,0,0,0.845419926,1,no,0,0,0
7161,0,LOC102042357,mRNA,NW_005054373.1:600548-625759,+,-,0,0,-3.321928095,0,0,0.982708475,1,no,0,0,0
7438,-138,LOC102044234,mRNA,NW_005054343.1:3584463-3590115,-,-,1,2,0.584962501,-1.376,1.376,0.359489718,1,no,0,1,0
7717,0,LOC106631860,mRNA,NW_005054342.1:3400044-3423123,+,-,1,1,0,-0.411,0.411,0.825329935,1,no,0,0,0
9086,0,LOC115949203,mRNA,NW_005055051.1:1108-22192,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
11119,0,PAX3,mRNA,NW_005054371.1:113059-186805,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
10816,0,NTN3,mRNA,NW_005054383.1:594112-617120,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
12228,-13,RAP1GAP,mRNA,NW_005054475.1:304834-310382,+,-,13,14,3.754887502,-0.128,0.128,0.802567608,1,no,2,0,0
6892,0,LOC102040509,mRNA,NW_005054424.1:942574-1049347,+,-,1,0,-1,1.372,1.372,0.460108036,1,no,0,1,0
9109,-1,LOC115949231,mRNA,NW_005055145.1:744-6215,-,-,0,1,-1,-1.043,1.043,0.78736364,1,no,0,1,0
9487,0,LRRC39,mRNA,NW_005054336.1:5184512-5193906,-,-,1,1,0,0.289,0.289,0.906274015,1,no,0,0,0
13993,0,STXBP4,mRNA,NW_005054395.1:998669-1064347,+,-,1,0,-1,0.926,0.926,0.485626419,1,no,0,0,0
15540,0,VTCN1,mRNA,NW_005054320.1:6516984-6525505,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
13478,58,SLC8A1,mRNA,NW_005054521.1:346933-453117,-,-,12,8,3.321928095,0.577,0.577,0.492992387,1,no,1,0,0
8144,0,LOC115947972,mRNA,NW_005054335.1:1304124-1534978,+,-,1,1,0,-0.065,0.065,0.96955024,1,no,0,0,0
9385,0,LOC115949533,lnc_RNA,NW_005054305.1:3797018-3823889,-,-,0,0,-3.321928095,0,0,0.934407296,1,no,0,0,0
11476,-40,PKIA,mRNA,NW_005054423.1:1144582-1188916,-,-,5,7,2.584962501,-0.396,0.396,0.53265675,1,no,0,0,0
4336,8,GTSE1,mRNA,NW_005054354.1:734056-743782,-,-,339,321,8.366322214,0.081,0.081,0.896926557,1,no,2,0,0
4007,0,GJA10,mRNA,NW_005054332.1:4673262-4673981,+,-,1,0,-1,1.845,1.845,0.390004267,1,no,0,1,0
8703,-1,LOC115948687,lnc_RNA,NW_005054475.1:310791-311413,+,-,23,23,4.523561956,-0.012,0.012,0.983108408,1,no,2,0,0
2888,97,DSG2,mRNA,NW_005054305.1:5584003-5604005,+,-,2,1,0.584962501,0.966,0.966,0.288173978,1,no,0,0,0
3265,110,ERP27,mRNA,NW_005054331.1:6484830-6502226,+,-,2,1,0.584962501,1.101,1.101,0.398151419,1,no,0,1,0
9304,-1,LOC115949440,lnc_RNA,NW_005061042.1:159-1139,-,-,0,2,0,-1.489,1.489,0.38797009,1,no,0,1,0
13906,69,STARD13,mRNA,NW_005054412.1:1288495-1578154,+,-,6,4,2.321928095,0.691,0.691,0.382766593,1,no,0,0,0
5669,215,LOC102032670,mRNA,NW_005054358.1:276298-280115,-,-,320,72,7.614709844,2.151,2.151,0.002434575,1,no,2,1,0
8593,-13,LOC115948551,lnc_RNA,NW_005054428.1:102065-105205,+,-,4,4,2,-0.132,0.132,0.875699413,1,no,0,0,0
13141,51,SHCBP1,mRNA,NW_005054408.1:2237244-2249111,-,-,3,2,1.321928095,0.509,0.509,0.519302794,1,no,0,0,0
7538,-96,LOC102044763,mRNA,NW_005054504.1:158963-163068,-,-,2,3,1.321928095,-0.963,0.963,0.30281189,1,no,0,0,0
4566,46,HOXA9,mRNA,NW_005054333.1:3405660-3407852,+,-,2,1,0.584962501,0.459,0.459,0.734430471,1,no,0,0,0
15531,0,VSIG10L2,mRNA,NW_005054541.1:456089-460943,+,-,0,0,-3.321928095,0,0,0.845418961,1,no,0,0,0
7841,0,LOC106632186,mRNA,NW_005056930.1:1653-2153,+,-,0,0,-3.321928095,0,0,0.713987411,1,no,0,0,0
8921,-1,LOC115948973,mRNA,NW_005054661.1:215-5063,-,-,0,1,-1,-1.466,1.466,0.66444967,1,no,0,1,0
9021,0,LOC115949133,mRNA,NW_005054791.1:786-10881,-,-,0,0,-3.321928095,0,0,0.776885285,1,no,0,0,0
6022,0,LOC102035001,mRNA,NW_005054329.1:6025909-6172755,-,-,1,1,0,0.445,0.445,0.753156815,1,no,0,0,0
6242,0,LOC102036425,mRNA,NW_005054357.1:2410075-2419133,+,-,0,0,-3.321928095,0,0,0.972691071,1,no,0,0,0
517,-143,ANO3,mRNA,NW_005054429.1:1837929-1950000,+,-,18,48,5.044394119,-1.427,1.427,0.312556726,1,no,2,1,0
8428,-65,LOC115948354,mRNA,NW_005054381.1:3330977-3331762,+,-,5,8,2.700439718,-0.65,0.65,0.400188664,1,no,0,0,0
3419,0,FAM167A,mRNA,NW_005054377.1:2483821-2505264,+,-,1,1,0,-0.127,0.127,0.924644534,1,no,0,0,0
13725,0,SPATA16,mRNA,NW_005054788.1:40652-58449,-,-,0,0,-3.321928095,0,0,0.879487969,1,no,0,0,0
1835,0,CHRNG,mRNA,NW_005054309.1:3260735-3265230,+,-,1,1,0,-0.326,0.326,0.807849723,1,no,0,0,0
354,-143,AKAP5,mRNA,NW_005054303.1:9649965-9654808,-,-,2,4,1.584962501,-1.434,1.434,0.13564857,1,no,0,1,0
7451,-5,LOC102044296,mRNA,NW_005054345.1:2324169-2334747,-,-,4,4,2,-0.054,0.054,0.934822338,1,no,0,0,0
13215,0,SLC10A1,mRNA,NW_005054301.1:16991304-16996089,-,-,1,0,-1,0.975,0.975,0.792084253,1,no,0,0,0
6640,-2,LOC102038993,mRNA,NW_005054300.1:5453308-5459847,+,-,0,1,-1,-1.901,1.901,0.32229269,1,no,0,1,0
6321,0,LOC102036914,mRNA,NW_005055326.1:9173-10330,+,-,0,0,-3.321928095,0,0,0.782246423,1,no,0,0,0
10500,-2,NEBL,mRNA,NW_005054307.1:11514678-11664211,-,-,0,2,0,-2.131,2.131,0.156038437,1,no,0,1,0
3463,0,FAM3B,mRNA,NW_005054438.1:1769555-1780574,-,-,0,1,-1,-0.479,0.479,0.749190557,1,no,0,0,0
13034,1,SERPINH1,mRNA,NW_005054530.1:138260-141968,+,-,1,1,0,0.777,0.777,0.70347223,1,no,0,0,0
13764,-1,SPIRE2,mRNA,NW_005054373.1:2647266-2653339,+,-,1,1,0,-0.859,0.859,0.48924769,1,no,0,0,0
14500,0,TMEM121,mRNA,NW_005054421.1:525215-527331,-,-,0,0,-3.321928095,0,0,0.687844201,1,no,0,0,0
2418,-33,CUNH5orf63,mRNA,NW_005054670.1:152023-162833,+,-,5,6,2.459431619,-0.327,0.327,0.580630713,1,no,0,0,0
5225,130,KLF15,mRNA,NW_005054317.1:7506359-7514844,+,-,9,4,2.700439718,1.304,1.304,0.052255506,1,no,0,1,0
6279,0,LOC102036699,mRNA,NW_005054329.1:929648-974816,+,-,1,1,0,0.168,0.168,0.913055578,1,no,0,0,0
6405,-34,LOC102037519,mRNA,NW_005054698.1:1335-14718,-,-,1,2,0.584962501,-0.339,0.339,0.762377483,1,no,0,0,0
8954,180,LOC115949026,lnc_RNA,NW_005054693.1:203041-206009,-,-,2,1,0.584962501,1.799,1.799,0.412353903,1,no,0,1,0
9845,0,MEGF6,mRNA,NW_005054449.1:1561379-1611988,-,-,1,1,0,0.474,0.474,0.917829971,1,no,0,0,0
13135,-2,SHANK2,mRNA,NW_005054402.1:535823-807418,+,-,0,1,-1,-2.125,2.125,0.281974822,1,no,0,1,0
7819,132,LOC106632133,mRNA,NW_005054976.1:8863-32913,-,-,5,2,1.807354922,1.324,1.324,0.225841957,1,no,0,1,0
9965,126,MINDY4B,mRNA,NW_005054309.1:11768169-11775843,+,-,2,1,0.584962501,1.26,1.26,0.263998445,1,no,0,1,0
14228,46,TCEA3,mRNA,NW_005054436.1:22740-29703,-,-,7,5,2.584962501,0.464,0.464,0.540566252,1,no,0,0,0
3173,61,ENPP2,mRNA,NW_005054321.1:3627975-3685943,-,-,5,3,2,0.611,0.611,0.431904957,1,no,0,0,0
8353,-212,LOC115948251,snoRNA,NW_005054366.1:2084665-2084735,-,-,1,3,1,-2.121,2.121,0.082664294,1,no,0,1,0
5028,0,KBTBD12,mRNA,NW_005054317.1:8636755-8665483,+,-,0,0,-3.321928095,0,0,0.939685667,1,no,0,0,0
7783,0,LOC106632046,mRNA,NW_005054605.1:358805-366529,-,-,0,1,-1,-0.095,0.095,0.973535447,1,no,0,0,0
15074,0,TRPV3,mRNA,NW_005054368.1:3258945-3272445,-,-,0,0,-3.321928095,0,0,0.740074571,1,no,0,0,0
3436,0,FAM189A1,mRNA,NW_005054313.1:8039772-8092624,+,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
8459,138,LOC115948388,snoRNA,NW_005054387.1:1897066-1897139,-,-,2,1,0.584962501,1.382,1.382,0.205855786,1,no,0,1,0
9536,103,LSM10,mRNA,NW_005054478.1:62980-64159,+,-,13,6,3.247927513,1.033,1.033,0.065321793,1,no,1,1,0
4975,-151,JAG2,mRNA,NW_005054303.1:8772478-8840443,-,-,1,3,1,-1.511,1.511,0.107633993,1,no,0,1,0
11707,-27,PPARGC1B,mRNA,NW_005054308.1:11056716-11105889,+,-,5,6,2.459431619,-0.274,0.274,0.694166979,1,no,0,0,0
12150,-1,RAB3IP,mRNA,NW_005054310.1:5711591-5736369,-,-,0,1,-1,-1.121,1.121,0.504574575,1,no,0,1,0
3303,0,EVC,mRNA,NW_005054470.1:802544-853054,+,-,0,0,-3.321928095,0,0,0.91680601,1,no,0,0,0
13459,-2,SLC6A20,mRNA,NW_005054361.1:791387-804842,+,-,0,2,0,-2.117,2.117,0.280512409,1,no,0,1,0
15667,29,WNT8B,mRNA,NW_005054300.1:10826273-10839576,+,-,2,1,0.584962501,0.289,0.289,0.833671362,1,no,0,0,0
13322,61,SLC26A4,mRNA,NW_005054354.1:1667977-1692470,-,-,5,3,2,0.608,0.608,0.478904979,1,no,0,0,0
15068,0,TRPM3,mRNA,NW_005054352.1:4832613-5096514,+,-,0,0,-3.321928095,0,0,0.927499007,1,no,0,0,0
6516,0,LOC102038205,mRNA,NW_005054865.1:28304-46651,-,-,0,0,-3.321928095,0,0,0.894068515,1,no,0,0,0
12257,-63,RASGRF1,mRNA,NW_005054366.1:3440673-3459264,-,-,1,2,0.584962501,-0.63,0.63,0.594617146,1,no,0,0,0
4570,0,HOXD10,mRNA,NW_005054298.1:20166872-20169992,+,-,0,0,-3.321928095,0,0,0.794277108,1,no,0,0,0
2996,0,EDN3,mRNA,NW_005054356.1:1228760-1233323,-,-,1,0,-1,1.046,1.046,0.50795321,1,no,0,1,0
13029,0,SERPIND1,mRNA,NW_005054330.1:4119518-4128299,+,-,0,0,-3.321928095,0,0,0.723851512,1,no,0,0,0
15437,0,UTS2,mRNA,NW_005054446.1:549018-552797,-,-,0,0,-3.321928095,0,0,0.91339987,1,no,0,0,0
238,0,ADGRL4,mRNA,NW_005054347.1:476149-549161,+,-,0,0,-3.321928095,0,0,0.853889365,1,no,0,0,0
9504,0,LRRC66,mRNA,NW_005054297.1:12856675-12864763,-,-,0,0,-3.321928095,0,0,0.79640657,1,no,0,0,0
6763,34,LOC102039760,mRNA,NW_005054329.1:2081057-2082663,-,-,2,2,1,0.337,0.337,0.782593672,1,no,0,0,0
12458,-49,RHOBTB1,mRNA,NW_005054389.1:1645735-1693214,+,-,8,12,3.321928095,-0.489,0.489,0.380074737,1,no,1,0,0
2882,-2,DRP2,mRNA,NW_005054314.1:8047505-8078295,+,-,0,2,0,-2.102,2.102,0.219864811,1,no,0,1,0
9026,100,LOC115949138,lnc_RNA,NW_005054801.1:13249-15592,-,-,5,2,1.807354922,1.004,1.004,0.2213822,1,no,0,1,0
5749,0,LOC102033170,mRNA,NW_005054384.1:929429-936281,-,-,1,0,-1,1.28,1.28,0.78091371,1,no,0,1,0
8145,0,LOC115947973,lnc_RNA,NW_005054335.1:3113908-3114862,+,-,0,0,-3.321928095,0,0,0.92749906,1,no,0,0,0
10802,0,NT5C1A,mRNA,NW_005054436.1:1333692-1342440,+,-,0,0,-3.321928095,0,0,0.879489208,1,no,0,0,0
11574,7,PLPP3,mRNA,NW_005054345.1:2939442-2959781,-,-,3,3,1.584962501,0.069,0.069,0.940832241,1,no,0,0,0
1247,0,CACNB1,mRNA,NW_005054625.1:12869-20454,-,-,1,0,-1,0.585,0.585,0.649510439,1,no,0,0,0
5588,0,LOC102032058,mRNA,NW_005054343.1:3947560-3948507,+,-,1,0,-1,1.218,1.218,0.475646419,1,no,0,1,0
8813,-72,LOC115948825,lnc_RNA,NW_005054545.1:332277-333600,+,-,1,2,0.584962501,-0.72,0.72,0.4434564,1,no,0,0,0
459,0,ANGPTL7,mRNA,NW_005054446.1:1674040-1680875,-,-,0,0,-3.321928095,0,0,0.977420233,1,no,0,0,0
10926,0,OLAH,mRNA,NW_005054307.1:9150871-9156126,+,-,0,0,-3.321928095,0,0,0.645099156,1,no,0,0,0
12878,0,SCD5,mRNA,NW_005054304.1:4671456-4701829,+,-,4,4,2,-0.001,0.001,0.999033902,1,no,0,0,0
14077,-2,SYNPO,mRNA,NW_005054308.1:6115473-6137035,+,-,0,1,-1,-2.098,2.098,0.339652273,1,no,0,1,0
5425,0,LHX5,mRNA,NW_005054330.1:5474756-5481558,+,-,0,0,-3.321928095,0,0,0.92749902,1,no,0,0,0
7118,0,LOC102042041,mRNA,NW_005054602.1:9882-38719,+,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
9669,210,MAP3K15,mRNA,NW_005054403.1:442639-498453,+,-,40,9,4.614709844,2.097,2.097,0.000295714,0.716269664,no,1,1,0
10928,210,OLFM2,mRNA,NW_005054763.1:93325-97379,+,-,2,1,0.584962501,2.097,2.097,0.033386514,1,no,0,1,0
13864,-1,SSTR2,mRNA,NW_005054646.1:65249-68174,+,-,1,1,0,-0.906,0.906,0.50452726,1,no,0,0,0
3817,0,G6PC2,mRNA,NW_005054298.1:17497196-17511303,+,-,0,0,-3.321928095,0,0,0.571509646,1,no,0,0,0
12351,0,REC114,mRNA,NW_005054596.1:333311-349126,-,-,0,0,-3.321928095,0,0,0.872379601,1,no,0,0,0
1260,-55,CADM1,mRNA,NW_005054447.1:1167967-1269697,+,-,4,6,2.321928095,-0.55,0.55,0.480245712,1,no,0,0,0
2709,0,DKK2,mRNA,NW_005054304.1:14250197-14290497,+,-,0,0,-3.321928095,0,0,0.563430096,1,no,0,0,0
3947,0,GDF9,mRNA,NW_005054308.1:11432360-11434941,+,-,1,0,-1,1.904,1.904,0.364178389,1,no,0,1,0
6153,0,LOC102035948,mRNA,NW_005056124.1:47-4234,-,-,1,0,-1,0.901,0.901,0.601187566,1,no,0,0,0
10090,0,MRC1,mRNA,NW_005054307.1:10207945-10255563,+,-,1,1,0,-0.166,0.166,0.875612432,1,no,0,0,0
2235,43,CSF3,mRNA,NW_005054625.1:313951-315959,+,-,2,1,0.584962501,0.427,0.427,0.784004154,1,no,0,0,0
3775,-18,FSTL1,mRNA,NW_005054320.1:5961025-6015010,-,-,3,3,1.584962501,-0.181,0.181,0.837465089,1,no,0,0,0
781,0,ASIP,mRNA,NW_005054640.1:51817-76018,-,-,0,0,-3.321928095,0,0,0.927500309,1,no,0,0,0
7506,0,LOC102044603,mRNA,NW_005054690.1:92486-148877,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
8588,4,LOC115948545,lnc_RNA,NW_005054426.1:182825-189324,-,-,2,2,1,0.037,0.037,0.968248685,1,no,0,0,0
9123,171,LOC115949246,mRNA,NW_005055223.1:8815-11586,-,-,7,2,2.169925001,1.71,1.71,0.072861501,1,no,0,1,0
13823,0,SRMS,mRNA,NW_005054337.1:1341301-1349264,-,-,0,0,-3.321928095,0,0,0.935309582,1,no,0,0,0
11991,0,PTCRA,mRNA,NW_005054341.1:5749442-5750621,+,-,0,0,-3.321928095,0,0,0.721671395,1,no,0,0,0
3103,0,ELAVL4,mRNA,NW_005054345.1:607580-671995,+,-,1,0,-1,1.168,1.168,0.54010306,1,no,0,1,0
4549,0,HOMER1,mRNA,NW_005054440.1:292701-357648,+,-,1,0,-1,1.118,1.118,0.34822838,1,no,0,1,0
5660,0,LOC102032612,mRNA,NW_005054368.1:1716410-1717448,-,-,0,0,-3.321928095,0,0,0.904728374,1,no,0,0,0
8878,0,LOC115948905,mRNA,NW_005054607.1:12959-48223,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
12780,-81,RUNDC3B,mRNA,NW_005054307.1:8988293-9039954,-,-,1,2,0.584962501,-0.813,0.813,0.429744872,1,no,0,0,0
3500,17,FARP1,mRNA,NW_005054363.1:1990280-2151823,+,-,4,3,1.807354922,0.167,0.167,0.837938888,1,no,0,0,0
12918,0,SDC3,mRNA,NW_005054428.1:1073170-1082353,-,-,1,1,0,0.429,0.429,0.744230856,1,no,0,0,0
7776,208,LOC106632031,mRNA,NW_005054559.1:189058-200307,-,-,3,1,1,2.083,2.083,0.04186105,1,no,0,1,0
9127,144,LOC115949250,lnc_RNA,NW_005055232.1:2964-3865,+,-,2,1,0.584962501,1.439,1.439,0.138076561,1,no,0,1,0
1198,0,C1QTNF5,mRNA,NW_005054593.1:21695-29457,-,-,0,0,-3.321928095,0,0,0.983795536,1,no,0,0,0
5355,0,LARP6,mRNA,NW_005054313.1:7753454-7763010,+,-,0,0,-3.321928095,0,0,0.839882364,1,no,0,0,0
6018,0,LOC102034981,mRNA,NW_005054854.1:10294-31608,+,-,1,0,-1,2.081,2.081,0.65071593,1,no,0,1,0
4145,0,GPC5,mRNA,NW_005054407.1:2605181-2696998,+,-,0,0,-3.321928095,0,0,0.880190915,1,no,0,0,0
8283,56,LOC115948162,lnc_RNA,NW_005054354.1:2469952-2485512,+,-,3,2,1.321928095,0.56,0.56,0.492688097,1,no,0,0,0
854,0,ATP2B2,mRNA,NW_005054580.1:46042-348103,-,-,0,0,-3.321928095,0,0,0.955077802,1,no,0,0,0
6039,69,LOC102035113,mRNA,NW_005054312.1:442484-462735,+,-,2,1,0.584962501,0.69,0.69,0.528544037,1,no,0,0,0
8786,-2,LOC115948792,lnc_RNA,NW_005054521.1:911917-916490,-,-,0,1,-1,-2.076,2.076,0.337125005,1,no,0,1,0
9043,0,LOC115949158,mRNA,NW_005054838.1:2178-35855,+,-,1,0,-1,0.746,0.746,0.871206719,1,no,0,0,0
8559,20,LOC115948510,lnc_RNA,NW_005054416.1:1022826-1026884,-,-,14,12,3.700439718,0.202,0.202,0.672850644,1,no,2,0,0
14968,-1,TRNAK-UUU-2,tRNA,NW_005054343.1:3762764-3762836,-,-,1,1,0,-0.637,0.637,0.721300558,1,no,0,0,0
272,0,AFAP1,mRNA,NW_005054372.1:2753225-2864730,+,-,1,0,-1,1.351,1.351,0.391577818,1,no,0,1,0
5778,0,LOC102033383,mRNA,NW_005054344.1:5648729-5660985,+,-,1,0,-1,1.733,1.733,0.646072277,1,no,0,1,0
12994,65,SEMA6B,mRNA,NW_005054549.1:77919-84581,-,-,4,2,1.584962501,0.653,0.653,0.442814966,1,no,0,0,0
10260,0,MUC2,mRNA,NW_005054312.1:9670874-9732467,+,-,1,1,0,-0.116,0.116,0.961180086,1,no,0,0,0
7126,96,LOC102042075,mRNA,NW_005054346.1:3505414-3527498,+,-,14,7,3.392317423,0.959,0.959,0.118821654,1,no,1,0,0
8153,-2,LOC115947983,lnc_RNA,NW_005054336.1:2445494-2451119,-,-,0,1,-1,-1.888,1.888,0.37551045,1,no,0,1,0
7364,0,LOC102043709,mRNA,NW_005054524.1:766246-809037,+,-,0,0,-3.321928095,0,0,0.962001618,1,no,0,0,0
12545,-105,RNF165,mRNA,NW_005054365.1:1960949-2006952,+,-,3,6,2.169925001,-1.052,1.052,0.116826092,1,no,0,1,0
9553,3,LTBP2,mRNA,NW_005054301.1:6313491-6376150,+,-,23,23,4.523561956,0.028,0.028,0.953723883,1,no,2,0,0
6617,0,LOC102038843,mRNA,NW_005054378.1:463674-473543,+,-,1,0,-1,1.244,1.244,0.786935135,1,no,0,1,0
8481,-44,LOC115948413,snoRNA,NW_005054392.1:1132578-1132713,-,-,9,12,3.392317423,-0.436,0.436,0.577528779,1,no,1,0,0
14684,-72,TNFRSF13B,mRNA,NW_005054399.1:120828-123624,-,-,11,18,3.857980995,-0.718,0.718,0.355690575,1,no,2,0,0
11923,7,PRXL2A,mRNA,NW_005054300.1:16976377-16985120,+,-,155,148,7.243173983,0.067,0.067,0.913830134,1,no,2,0,0
5799,0,LOC102033492,mRNA,NW_005054319.1:4310699-4326907,-,-,1,1,0,0.077,0.077,0.967368305,1,no,0,0,0
7612,206,LOC102045150,mRNA,NW_005054393.1:2423077-2424570,-,-,4,1,1.321928095,2.061,2.061,0.081058927,1,no,0,1,0
12088,0,PYGO1,mRNA,NW_005054313.1:6095694-6099406,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
3725,-1,FOXI3,mRNA,NW_005054479.1:200676-202248,+,-,0,1,-1,-1.137,1.137,0.438290218,1,no,0,1,0
4767,0,IL13RA2,mRNA,NW_005054314.1:7166419-7188126,+,-,1,0,-1,2.058,2.058,0.476662337,1,no,0,1,0
5821,0,LOC102033645,mRNA,NW_005054762.1:92247-94554,-,-,1,0,-1,2.038,2.038,0.532131962,1,no,0,1,0
8082,-64,LOC115947901,snRNA,NW_005054329.1:3347660-3347787,+,-,1,2,0.584962501,-0.642,0.642,0.71121428,1,no,0,0,0
11170,-105,PCOLCE2,mRNA,NW_005054371.1:2975946-2998209,-,-,4,7,2.459431619,-1.05,1.05,0.204020404,1,no,0,1,0
11129,2,PBLD,mRNA,NW_005054515.1:908633-983862,+,-,4,4,2,0.017,0.017,0.977133659,1,no,0,0,0
12296,0,RBM20,mRNA,NW_005054300.1:1909803-1933078,-,-,0,0,-3.321928095,0,0,0.885850105,1,no,0,0,0
4951,0,ITIH2,mRNA,NW_005054564.1:616491-642643,-,-,0,0,-3.321928095,0,0,0.934408252,1,no,0,0,0
9396,0,LOC115949544,snoRNA,NW_005054305.1:10703291-10703354,-,-,0,1,-1,-0.415,0.415,0.897785012,1,no,0,0,0
15098,97,TSPAN1,mRNA,NW_005054347.1:3764280-3768521,+,-,4,2,1.584962501,0.968,0.968,0.249692966,1,no,0,0,0
15950,43,ZNF608,mRNA,NW_005054404.1:836495-921023,+,-,13,9,3.459431619,0.428,0.428,0.500155814,1,no,1,0,0
7442,133,LOC102044252,mRNA,NW_005054430.1:1433724-1437107,+,-,4,2,1.584962501,1.328,1.328,0.156544469,1,no,0,1,0
1454,-67,CCDC83,mRNA,NW_005054302.1:14620054-14638151,+,-,3,5,2,-0.668,0.668,0.378218509,1,no,0,0,0
4533,0,HNF1B,mRNA,NW_005054368.1:1158069-1176571,+,-,0,0,-3.321928095,0,0,0.947934474,1,no,0,0,0
8449,0,LOC115948378,mRNA,NW_005054387.1:1555132-1556219,+,-,1,0,-1,2.051,2.051,0.359205748,1,no,0,1,0
