Order,Page ,Date ,island,Location,Species,band,Recap,Colors,Sex,Plumage,CP/BP,Bill Length,Bill Depth,Bill Width,Tarsus,Wing Chord,Mass,Nest ID ,Parent,Blood,Plasma,Slide ,Sperm,Park Blood,Trizol Blood,Molt,POX,HCT 1 ,HCT 2 ,HMCT %,Notes
,,29-Jan-19,,CDRS,CRA,RH545,1,,M,5,,10.9,11.4,9.7,25.25,82,32.5,,,,,,,,,,R,,,,Missing hallux nail
,,29-Jan-19,,CDRS,FOR,SM1070,0,,F,0,BP,11,9.95,8.6,18.5,62.5,20.4,,,,,,,,,,I,,,,
,,29-Jan-19,,CDRS,FUL,SM022,0,,M,5,CP,7.6,7.55,6.75,19.01,61,13.2,,,,,,,,,,U,,,,
,,29-Jan-19,,CDRS,FOR,SM1071,0,,M,5,CP0,11.1,11.1,8.9,20.9,70,18.7,,,,,,,,,,I,,,,"Mucus in nares, molt"
,,30-Jan-19,,CDRS,CRA,PP1A418,1,,M,5,,10.2,11.3,9.7,25.1,80,30,,,,,,,,,,U,,,,
,,30-Jan-19,,CDRS,FOR,SM1072,0,,M,4,,12.9,13.2,10.9,21.65,72,25.2,,,,,,,,,,U,,,,
,,30-Jan-19,,CDRS,CRA,SM1073,0,,F,0,BP,9.45,11.35,9.2,24.1,81,30.5,,,,,,,,,,U,,,,
,,30-Jan-19,,CDRS,FUL,JH1-420,1,,F,0,BP,7.75,7.8,6.3,9.5,59.5,13.5,,,,,,,,,,U,,,,Swollen foot
,,30-Jan-19,,CDRS,CRA,SM1074,0,,M,5,CP,11.1,11.7,10.2,29.95,80,30.3,,,,,,,,,,U,,,,
,,30-Jan-19,,CDRS,FOR,SM1075,0,,M,3,,11.4,12.3,9.9,20.9,70.5,21.5,,,,,,,,,,U,,,,
,,30-Jan-19,,CDRS,FOR,JP4522,1,,M,0,BP,11.3,10.45,8.7,18.9,65,20,,,,,,,,,,U,,,,Little blood 
,,30-Jan-19,,CDRS,FUL,SM023,0,,M,3,,8.2,7.1,6.7,7.75,63,12.8,,,,,,,,,,U,,,,New lesion coming out 
,,30-Jan-19,,CDRS,CRA,SM1076,0,,M,5,CP,10.7,12.05,10.2,25.7,82,28.2,,,,,,,,,,R,,,,
,,30-Jan-19,,CDRS,CRA,SM1077,0,,M,5,CP0,10.9,12,9.85,26.7,83,30,,,,,,,,,,U,,,,
,,30-Jan-19,,CDRS,FOR,SM1078,0,,M,5,CP,13.4,13.1,11.45,11.35,72,24.3,,,,,,,,,,U,,,,
,,30-Jan-19,,CDRS,CRA,SM1079,0,,M,5,CP,10.5,10.75,9.4,24.6,82,27.7,,,,,,,,,,U,,,,
,,30-Jan-19,,CDRS,CRA,SM1080,0,,F,0,BP,10.4,11.1,9.5,23.1,76,28.1,,,,,,,,,,I,,,,Toe fell off in bag
,,30-Jan-19,,CDRS,FOR,SM1081,0,,U,0,BP0/CP0,11.7,11.15,9.55,19.2,65,19.4,,,,,,,,,,U,,,,
,,30-Jan-19,,CDRS,CRA,PP1A412,1,,M,5,,10.5,11.7,9.8,25,83.5,32.9,,,,,,,,,,U,,,,
,,30-Jan-19,,CDRS,MAG,JP4501,1,,F,0,BP,15.7,16.7,14.25,21.15,75.5,30.1,,,,,,,,,,U,,,,
,,31-Jan-19,,CDRS,CRA,SM1082,0,,M,5,CP,10.15,11.9,10.1,25.4,82.5,29.5,,,,,,,,,,U,,,,
,,31-Jan-19,,CDRS,FOR,SM1083,0,,M,4,,11.7,11.95,10,20.2,71,22.1,,,,,,,,,,U,,,,
,,31-Jan-19,,CDRS,FUL,SM024,0,,M,5,,7.35,6.8,6.6,18.2,63,14.4,,,,,,,,,,U,,,,Measured by Diana
,,31-Jan-19,,CDRS,CRA,SM1084,0,,M,5,,9.2,12.1,9,25.1,83,27.3,,,,,,,,,,U,,,,Measured by Diana
,,31-Jan-19,,CDRS,CRA,SM1085,0,,M,5,CP,9.95,11.2,9.2,24.4,82,29.8,,,,,,,,,,U,,,,CP
,,31-Jan-19,,CDRS,CRA,JP4098,1,,M,5,CP1,10.4,11.3,9.4,24.9,84,29.5,,,,,,,,,,U,,,,small CP
,,31-Jan-19,,CDRS,FUL,SM025,0,,M,5,cp0,8.1,7.35,6.3,16.2,62,12.6,,,,,,,,,,U,,,,CP0
,,31-Jan-19,,CDRS,FOR,SM1086,0,,U,0,,11.1,11.1,8.75,19,63,18.8,,,,,,,,,,U,,,,
,,31-Jan-19,,CDRS,CRA,SM1087,0,,F,0,BP,10.3,11.35,9.35,24.1,79,29.3,,,,,,,,,,U,,,,"BP, swollen foot"
,,31-Jan-19,,CDRS,CRA,SM1088,0,,M,5,CP,10.35,11.8,10.1,25.5,87,31,,,,,,,,,,U,,,,CP
,,31-Jan-19,,CDRS,FOR,SM1089,0,,M,5,,11.4,12.2,10.75,19.1,71,21,,,,,,,,,,U,,,,
,,31-Jan-19,,CDRS,CRA,SM1090,0,,F,0,BP,11,11.5,9.65,24,80.5,30.1,,,,,,,,,,U,,,,BP
,,31-Jan-19,,CDRS,CRA,SM1091,0,,M,5,,10.85,11.8,9.2,26.3,85,30.6,,,,,,,,,,U,,,,
,,31-Jan-19,,CDRS,FOR,SM1092,0,,F,0,BP,11.7,10.25,8.75,19.2,66,,,,,,,,,,,R,,,,Missing nail
,,31-Jan-19,,CDRS,CRA,SM1093,0,,M,5,CP,10.45,12.05,9.8,23.2,82.5,30.7,,,,,,,,,,U,,,,
,,31-Jan-19,,CDRS,PAR,SM026,0,,F,0,BP,7.9,7,6.4,17.2,68.5,13,,,,,,,,,,U,,,,Might be fuliginosa 
,,31-Jan-19,,CDRS,FOR,SM1094,0,,M,0,CP1,11.7,12.4,10.2,20.8,74,23.4,,,,,,,,,,U,,,,
,,31-Jan-19,,CDRS,CRA,SM1095,0,,M,5,CP,10.15,11.4,9.55,23.9,84,30,,,,,,,,,,U,,,,
,,1-Feb-19,,EG,GAMO,DC759,0,,U,0,BP0/CP0,15.1,,,33.3,10.1,43.7,,,,,,,,,,U,,,,"Territory 20, no cp/bp"
,,1-Feb-19,,EG,GAMO,DC703,1,,M,,CP,15.1,,,34.8,11.2,50.3,,,,,,,,,,I,,,,
,,1-Feb-19,,EG,SCA,SH214,1,,M,5,CP1,13.95,9.6,8.1,20.5,72,22.5,,,,,,,,,,U,,,,
,,1-Feb-19,,EG,SCA,SM1096,0,,M,3,BP,12.2,10.2,8.9,19.8,71,22.3,,,,,,,,,,U,,,,
,,1-Feb-19,,EG,SCA,SM1097,0,,F,0,,15,8.85,7.6,19.5,61,20.3,,,,,,,,,,U,,,,
,,1-Feb-19,,EG,SCA,SH1517,1,,M,4,,13.8,9.9,8.3,19.6,70,22.2,,,,,,,,,,U,,,,
,,1-Feb-19,,EG,SCA,SM1098,0,,M,5,,14,9.2,8.2,18.5,70,20.6,,,,,,,,,,U,,,,
,,1-Feb-19,,EG,FUL,JP671,1,,M,5,,8.2,7.2,6.4,16.95,63,13.1,,,,,,,,,,U,,,,
,,1-Feb-19,,EG,FUL,SM027,0,,M,4,CP,8.2,7.4,6.6,19,61,14.7,,,,,,,,,,U,,,,
,,1-Feb-19,,EG,GAMO,DC760,0,,M,0,,16.85,,,34,105,45.3,,,,,,,,,,U,,,,
,,1-Feb-19,,EG,FOR,SM1099,0,,M,5,,11.3,11.85,9.3,18.65,71.5,20.9,,,,,,,,,,U,,,,
,,1-Feb-19,,EG,GAMO,DC761,0,,F,0,,15.3,,,33.05,100.5,45.5,,,,,,,,,,R,,,,"Missing toes, eggs territory 2"
,,1-Feb-19,,EG,FUL,SM028,0,,F,0,BP,8.45,7.2,6.25,7.4,61.5,15.2,,,,,,,,,,R,,,,"Missing nail, small lesion"
,,1-Feb-19,,EG,FOR,SM1100,0,,U,0,BP0/CP0,10.7,11.65,10,19.85,68,20.3,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,CRA,SM1101,0,,F,0,,10.6,11.15,8.6,24.9,81,29.2,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,FOR,JP4483,1,,M,5,CP,11.7,11.7,9.2,20.6,72,20.5,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,CRA,SM1102,0,,F,0,,12.25,11.8,9.3,24.15,75,30.1,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,FOR,SM1103,0,,F,0,BP1,12.7,11.9,9.65,20.3,69,21.9,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,GAMO,DC762,0,,U,0,,15.8,,,36,105,46.7,,,,,,,,,,I,,,,pox on tarsus
,,4-Feb-19,,CDRS,CRA,SM1103,0,,M,5,,10.15,11.7,8.6,24.9,82,29.6,,,,,,,,,,I-R,,,,"Missing toe swollen tarsus, bloody pus in mouth, difficulty breathing"
,,4-Feb-19,,CDRS,CRA,SM1104,0,,M,5,,10.8,10.9,9.6,26.8,80.5,29.3,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,CRA,SM1105,0,,M,5,CP,11.4,12.09,9.65,24,82,31,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,CRA,SM1106,0,,M,1,,10.7,11.55,9.7,25.5,81.5,30.8,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,CRA,SM1107,0,,M,5,CP,10.5,10.95,9.6,25.5,80,32.6,,,,,,,,,,R,,,,missing nail
,,4-Feb-19,,CDRS,CRA,JP4370,1,,M,5,,11.1,11.45,9.5,27.85,83,31.9,,,,,,,,,,I,,,,swollen feet
,,4-Feb-19,,CDRS,CRA,SM1108,0,,M,5,,10.4,11.55,9.7,25.5,81.5,22,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,CRA,SM1109,0,,M,2,,11.4,12.1,9.75,24.55,82,31.1,,,,,,,,,,I,,,,small lesion on foot
,,4-Feb-19,,CDRS,FUL,SH029,0,,M,5,CP,7.6,8,6.2,16.1,58,14,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,CRA,SM1110,0,,M,5,,10.5,11.8,9.95,25.2,79.5,30,,,,,,,,,,R,,,,Missing two nails
,,4-Feb-19,,CDRS,PAR,SM030,0,,M,1,CP,7.6,7.05,6.2,20.05,62,12.7,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,CRA,SM1111,0,,M,5,CP,10.65,11.8,9.7,26.1,83,30.7,,,,,,,,,,I,,,,small lesion
,,4-Feb-19,,CDRS,MAG,SM1112,0,,M,3,CP0,15.1,17.7,14.1,23.9,79,33.2,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,FOR,SM1113,0,,F,0,BP,10.2,9.7,8.7,18.3,62,17.5,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,CRA,SM1114,0,,M,5,,9.65,12.25,9.65,24.6,83.5,30.6,,,,,,,,,,R,,,,missing nail
,,4-Feb-19,,CDRS,CRA,SM1115,0,,F,0,BP,10.2,11.2,9.85,23.6,79,31,,,,,,,,,,I-R,,,,"missing nail, dead toe"
,,4-Feb-19,,CDRS,CRA,P1A120,1,,M,5,CP,10.4,11.85,9.45,24.9,85,31.5,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,FOR,JH1B079,1,,M,5,CP0,11.3,12.4,9.8,19.04,68.5,21,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,CRA,SM1116,0,,M,5,CP,10.7,12,10,26.6,78,33.3,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,FOR,SM1117,0,,F,0,BP,12.7,11.85,9.8,19.75,78.5,21.9,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,CRA,JP4656,1,,M,5,,10.45,11.55,9.65,26.6,86,30.9,,,,,,,,,,R,,,,missing nail
,,4-Feb-19,,CDRS,CRA,SM1118,0,,M,1,CP0,10.35,11.9,9.5,25.45,81.5,30.4,,,,,,,,,,U,,,,missing nail
,,4-Feb-19,,CDRS,CRA,SM1119,0,,M,5,CP0,10.5,11.2,9.9,26.1,83.5,29.9,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,FOR,,0,,M,3,CP0,10.35,10.55,8.6,19.75,69,19.9,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,CRA,SM1121,0,,M,5,CP,10.5,11.55,9.6,26,83,32.1,,,,,,,,,,U,,,,swollen feet
,,4-Feb-19,,CDRS,CRA,,0,,M,4,CP,10.4,11.9,9.35,25.5,86,32.3,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,CRA,SH1285,1,,,,CP1,,,,,,28.8,,,,,,,,,,R,,,,missing nail
,,4-Feb-19,,CDRS,CRA,SM1122,0,,M,5,,10.5,12,9.45,25.1,82,30.1,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,CRA,SM1123,0,,M,5,CP0,11,12.15,10.1,25.7,85,33.3,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,CRA,SM1124,0,,M,5,,10.35,11.9,9.9,25.8,81.5,31.4,,,,,,,,,,R,,,,missing toe
,,4-Feb-19,,CDRS,FOR,SM1125,0,,M,4,CP0,11.2,11.85,9.55,19.9,60.5,15.8,,,,,,,,,,U,,,,
,,4-Feb-19,,CDRS,CRA,SM1126,0,,F,0,BP,9.7,11.05,9.2,21.1,78.5,35.4,,,,,,,,,,U,,,,
,,5-Feb-19,,CDRS,CRA,SM1127,0,,M,5,CP1,10.45,11.6,9.5,24.5,80,30.6,,,,,,,,,,U,,,,small lesion? 
,,5-Feb-19,,CDRS,CRA,SM1128,0,,F,0,BP,9.5,11.3,9.35,25.45,79,34.4,,,,,,,,,,U,,,,
,,5-Feb-19,,CDRS,CRA,SM1129,0,,F,0,BP,9.9,11.5,9.6,24.25,82,30.5,,,,,,,,,,R,,,,missing nail
,,5-Feb-19,,CDRS,PAR,SM031,0,,M,2,CP,7.95,7.2,6.2,9.4,63,13.2,,,,,,,,,,U,,,,
,,5-Feb-19,,CDRS,CRA,SM1130,0,,M,3,,10.3,11.85,9.3,23.75,79,30.1,,,,,,,,,,I,,,,small lesion
,,5-Feb-19,,CDRS,CRA,SM1131,0,,M,2,CP,10,12.1,8.9,25.4,84,36.6,,,,,,,,,,U,,,,
,,5-Feb-19,,CDRS,CRA,SM1132,0,,F,0,BP,10.5,11.1,9.5,25.1,82,35,,,,,,,,,,U,,,,
,,5-Feb-19,,CDRS,FOR,SM1133,0,,M,3,CP1,12.6,12.1,10.5,19.2,71,21.9,,,,,,,,,,U,,,,
,,5-Feb-19,,CDRS,CRA,SM1134,0,,M,2,,10.35,11.85,9.9,24.05,80,31.8,,,,,,,,,,U,,,,
,,5-Feb-19,,CDRS,CRA,SM1135,0,,F,0,BP,10.9,11.35,9.15,23.9,79,31.3,,,,,,,,,,U,,,,
,,5-Feb-19,,CDRS,CRA,SM1136,0,,M,5,CP,10.1,10.05,9.7,23.8,83,30.2,,,,,,,,,,U,,,,
,,5-Feb-19,,CDRS,CRA,SM1137,0,,M,5,CP,10.2,12.2,9.8,25.3,83,31.2,,,,,,,,,,U,,,,
,,5-Feb-19,,CDRS,CRA,JP5623,1,,F,0,BP,10.6,10.7,9.6,23.3,79,28.6,,,,,,,,,,R,,,,missing nail
,,5-Feb-19,,CDRS,CRA,SM1138,0,,M,5,CP2,10.6,11.65,9.75,24.7,83,30.9,,,,,,,,,,I,,,,small lession
,,5-Feb-19,,CDRS,MAG,SM1139,0,,M,5,,13.65,16.7,13.6,22.1,77,31.1,,,,,,,,,,R,,,,missing 2 toes  
,,5-Feb-19,,CDRS,CRA,SM1140,0,,M,5,,11.2,12.55,9.7,25.9,85,32.3,,,,,,,,,,U,,,,
,,5-Feb-19,,CDRS,CRA,SM1141,0,,M,5,,10,11.2,10.15,24.75,83,32,,,,,,,,,,U,,,,
,,5-Feb-19,,CDRS,FOR,SM1142,0,,F,,,14.8,14.8,12.1,20.45,71,28.6,,,,,,,,,,U,,,,
,,5-Feb-19,,CDRS,CRA,RHC288,1,,M,4,,10.2,11.75,10.5,25.4,81,32.2,,,,,,,,,,I,,,,missing nail
,,5-Feb-19,,CDRS,PAR,SM032,0,,M,2,,71,7.3,6.3,19.4,61,12,,,,,,,,,,U,,,,
,,5-Feb-19,,CDRS,FUL,,0,,F,0,,81,6.7,5.85,17.9,55,26.9,,,,,,,,,,U,,,,forgot band
,,5-Feb-19,,CDRS,FOR,SH1143,0,,M,4,,12.8,13.2,11.8,20.6,72,22.8,,,,,,,,,,R,,,,dead toes 
,,5-Feb-19,,CDRS,PAR,SH034,0,,F,0,,8.1,7.1,5.9,6.5,55,14,,,,,,,,,,U,,,,
,,5-Feb-19,,CDRS,FUL,SH035,0,,M,4,,8.2,7.3,6.4,8.1,61,13.2,,,,,,,,,,U,,,,
,,5-Feb-19,,CDRS,MAG,SM1144,0,,M,5,,14.15,18.3,13.75,23.2,75,30.1,,,,,,,,,,U,,,,missing toe
,,5-Feb-19,,CDRS,FUL,PP1465,1,,M,4,,8.8,7.85,6.4,17.5,60,13.5,,,,,,,,,,R,,,,
,,6-Feb-19,,CDRS,CRA,SM1145,0,,M,5,CP,10.4,12.1,9.7,25.2,84,30.3,,,,,,,,,,U,,,,swollen foot
,,6-Feb-19,,CDRS,CRA,SM1146,0,,M,5,CP,10.6,11.3,9.6,25.55,82,30.6,,,,,,,,,,U,,,,recap
,,6-Feb-19,,CDRS,GAMO,DC757,1,S-WW,F,,,,,,,,42.3,,,,,,,,,,,,,,healing leasion
,,6-Feb-19,,CDRS,CRA,SH1156,1,,M,5,CP,11.3,11.9,10.2,26.5,83,30.7,,,,,,,,,,R,,,,small lesion
,,6-Feb-19,,CDRS,CRA,SM1147,0,,M,5,,10.55,11.4,9.9,25.7,84.5,33.7,,,,,,,,,,I-R,,,,missing nail
,,6-Feb-19,,CDRS,CRA,SM1148,0,,M,5,CP1,10.4,12.05,9.6,25.25,82.5,31.3,,,,,,,,,,R,,,,
,,6-Feb-19,,CDRS,CRA,SM1149,0,,M,5,CP,11.05,12.3,9.75,26.8,86,28.7,,,,,,,,,,U,,,,
,,6-Feb-19,,CDRS,CRA,SM1150,0,,M,4,,10.4,10,9.6,25.55,81,33.7,,,,,,,,,,R,,,,
,,6-Feb-19,,CDRS,FOR,SM1151,0,,M,2,,11.5,11.3,9.9,20.15,71.5,18.2,,,,,,,,,,U,,,,
,,6-Feb-19,,CDRS,CRA,SM1152,0,,M,5,,,,,,,30.3,,,,,,,,,,I,,,,very little plasma
,,6-Feb-19,,CDRS,FUL,SM037,0,,M,5,CP1,8.1,7.2,6.5,18.35,63,13.8,,,,,,,,,,U,,,,
,,6-Feb-19,,CDRS,CRA,SM1153,0,,M,4,,10.7,11.9,9.5,25.45,81,30.8,,,,,,,,,,U,,,,
,,6-Feb-19,,CDRS,CRA,SM1154,0,,M,5,,10.5,11.55,9.9,25.7,84,32,,,,,,,,,,U,,,,
,,6-Feb-19,,CDRS,CRA,RHC499,1,,M,4,,10.45,12,9.7,26.6,80,32.3,,,,,,,,,,R,,,,Missing two nails; swollen foot
,,6-Feb-19,,CDRS,CRA,SH1324,0,,M,5,,10.7,11.7,10,24.2,84,31.5,,,,,,,,,,I,,,,
,,6-Feb-19,,CDRS,CRA,SM1155,0,,M,5,CP0,10.5,12.1,9.55,24.8,82.5,31.6,,,,,,,,,,U,,,,
,,6-Feb-19,,CDRS,CRA,SM1156,0,,M,5,,10,11.3,10,24,81,30.1,,,,,,,,,,I,,,,dead toe
,,6-Feb-19,,CDRS,FUL,SM038,0,,M,4,,8.55,7.45,6.7,18.2,64,14.1,,,,,,,,,,I,,,,
,,6-Feb-19,,CDRS,CRA,SM1157,0,,M,5,,10.5,11.55,9.7,25.1,84,40.1,,,,,,,,,,I,,,,small lesion
,,6-Feb-19,,CDRS,CRA,SH1313,0,,M,4,,10.65,12.15,9.5,26.55,84,28.6,,,,,,,,,,I-R,,,,"lesion on foot, missing two nails"
,,6-Feb-19,,CDRS,FUL,SM039,0,,M,5,,8.2,7.55,6.5,16.5,60,14,,,,,,,,,,U,,,,
,,6-Feb-19,,CDRS,CRA,SM1158,1,,M,3,,9.75,11.8,10.1,25.1,83,21.5,,,,,,,,,,U,,,,
,,6-Feb-19,,CDRS,FOR,RHC487,0,,F,0,BP,11.15,11.35,8.8,17.75,68,21.6,,,,,,,,,,R,,,,missing nail
,,11-Feb-19,,CDRS,CRA,SM1159,0,,M,1,CP1,10.55,10.4,9.9,26.05,84.5,30,,,,,,,,,,U,,,,
,,11-Feb-19,,CDRS,PAR,SM040,0,,M,4,CP0,7.2,7.3,6.7,19.1,63.5,12.7,,,,,,,,,,U,,,,
,,11-Feb-19,,CDRS,SCA,SM1162,0,,U,0,,12.05,8.55,8.15,21.1,68.5,23.8,,,,,,,,,,U,,,,"fledgling, may be getting small lesion on foot"
,,11-Feb-19,,CDRS,CRA,SM1160,0,,M,5,CP1,10.95,11.8,9.8,25.55,81,32,,,,,,,,,,U,,,,Blind left eye
,,11-Feb-19,,CDRS,CRA,SM1161,0,,F,0,BP5,11.2,11.8,9.4,26,83,28.2,,,,,,,,,,U,,,,
,,11-Feb-19,,CDRS,FUL,SM041,0,,U,0,,8.1,7.3,6.45,18.1,59,12.9,,,,,,,,,,U,,,,little blood 
,,11-Feb-19,,CDRS,CRA,SM1163,0,,M,5,,10.25,11.85,9.05,24.3,83,29.2,,,,,,,,,,I,,,,"small lesion on toes, missing nail"
,,11-Feb-19,,CDRS,FOR,SM1164,0,,F,3,,12.8,14.25,10.65,20.5,76,24.7,,,,,,,,,,R,,,,missing toe
,,11-Feb-19,,CDRS,CRA,SM1165,0,,M,5,CP3,10.5,12.5,10.05,25.85,84,33.1,,,,,,,,,,U,,,,
,,11-Feb-19,,CDRS,CRA,SM1166,0,,M,5,CP3,10.2,11.7,9.65,27,83,31.8,,,,,,,,,,U,,,,
,,11-Feb-19,,CDRS,FOR,SM1167,0,,M,5,CP0,12.2,13,10.2,20.9,73,24.1,,,,,,,,,,R,,,,missing toe  
,,11-Feb-19,,CDRS,CRA,JP5859,1,,M,4,CP1,10,12,9.7,24.9,80.2,32.3,,,,,,,,,,U,,,,
,,11-Feb-19,,CDRS,CRA,RHC484,1,,M,,,10.5,12.35,9.9,26.1,81.3,30.7,,,,,,,,,,U,,,,
,,11-Feb-19,,CDRS,CRA,SM1168,0,,M,5,CP2,10.7,11.8,10.2,25.8,83,29.8,,,,,,,,,,U,,,,
,,11-Feb-19,,CDRS,PAR,SM042,0,,F,0,BP4,7.2,7.2,6.45,19,56,12.8,,,,,,,,,,U,,,,swollen foot
,,11-Feb-19,,CDRS,CRA,SM1169,0,,M,5,,10.4,12.3,10,23.65,82.5,30,,,,,,,,,,U,,,,inflamed toepad
,,11-Feb-19,,CDRS,FOR,SM1170,0,,M,4,CP0,12,11.3,9.1,19.75,70,20.5,,,,,,,,,,R,,,,missing toe
,,11-Feb-19,,CDRS,FOR,SM1171,0,,M,5,CP2,13.7,14.9,11.85,22.4,76,25.9,,,,,,,,,,U,,,,
,,11-Feb-19,,CDRS,FOR,SM1172,0,,F,0,BP5,10.5,10.8,8.2,18.5,65,19.8,,,,,,,,,,R,,,,missing 4 nails
,,12-Feb-19,,CDRS,CRA,SM1173,0,,M,4,,11.44,11.34,10.19,27.39,86,31,,,,,,,,,,R,,,,missing nails left foot
,,12-Feb-19,,CDRS,MAG,SM1174,0,,F,0,BP4,14.86,16.88,13.83,24.18,74,30.7,,,,,,,,,,I,,,,
,,12-Feb-19,,CDRS,FOR,SM1175,0,,M,5,CP1,12.03,11.65,9.99,23.81,74,20.7,,,,,,,,,,U,,,,
,,12-Feb-19,,CDRS,CRA,SM1176,0,,M,5,BP2,10.68,11.68,9.63,29.73,85,31.6,,,,,,,,,,U,,,,
,,12-Feb-19,,CDRS,FUL,SM043,0,,F,0,,8.81,7.21,6.95,19.54,58,14.5,,,,,,,,,,R,,,,missing 2 toes and hallux
,,12-Feb-19,,CDRS,CRA,SM1177,0,,M,1,,9.69,11.17,9.97,27.15,83,31,,,,,,,,,,U,,,,swollen toes
,,12-Feb-19,,CDRS,FOR,SM1178,0,,M,4,,10.78,9.74,9.24,23.38,69,17.9,,,,,,,,,,R,,,,"Missing toes, twisted nail"
,,12-Feb-19,,CDRS,CRA,SM1179,0,,M,4,CP2,10.17,11.18,9.82,28.87,83,29.7,,,,,,,,,,U,,,,
,,12-Feb-19,,CDRS,CRA,SM1180,0,,M,3,,10.72,11.8,10.42,30.46,86,33.7,,,,,,,,,,R,,,,missing 1 toe and hallux
,,12-Feb-19,,CDRS,CRA,RHC540,1,,M,4,,10.81,10.73,9.54,27.86,81,32.4,,,,,,,,,,U,,,,recap
,,12-Feb-19,,CDRS,FOR,SM1181,0,,F,0,,12.93,12.56,10.67,22.2,70,26,,,,,,,,,,U,,,,preen oil sample
,,12-Feb-19,,CDRS,FOR,SM1182,0,,M,5,,11.94,11.05,8.77,19.26,67.5,21.1,,,,,,,,,,R,,,,missing nail
,,12-Feb-19,,CDRS,FOR,SM1183,0,,F,0,BP4,11.68,13.63,10.26,18.7,70,28.9,,,,,,,,,,I,,,,large pox
,,12-Feb-19,,CDRS,FUL,SM045,0,,M,,,8.22,6.66,7.2,18.25,60,13.7,,,,,,,,,,R,,,,"missing nail, swollen foot, oil"
,,12-Feb-19,,CDRS,CRA,SM1184,0,,M,,,10.71,10.62,10.62,27.81,83,32.2,,,,,,,,,,U,,,,
,,12-Feb-19,,CDRS,CRA,JP4330,1,,M,4,,10.65,11.68,10.27,28.92,86,31.7,,,,,,,,,,U,,,,
,,12-Feb-19,,CDRS,FOR,SM1186,0,,M,5,,11.21,11.89,10.48,22.8,71,20.7,,,,,,,,,,U,,,,oil
,,12-Feb-19,,CDRS,CRA,SM1187,0,,M,4,,10.03,12.9,10.53,22.81,82,33.5,,,,,,,,,,R,,,,
,,12-Feb-19,,CDRS,CRA,SM1188,0,,F,0,,11.05,11.71,8.88,25.2,80,29.8,,,,,,,,,,I,,,,small lesion on toe
,,12-Feb-19,,CDRS,CRA,JP5772,1,,M,4,,11.23,12.7,10.15,26.48,84,32.7,,,,,,,,,,R,,,,missing toe
,,12-Feb-19,,CDRS,FUL,SM044,0,,F,0,,8.31,7.08,5.96,16.79,57.5,13.4,,,,,,,,,,U,,,,preen oil sample
,,12-Feb-19,,CDRS,FOR,SM1189,0,,M,5,,11.27,11.52,9.13,20.01,69.5,39.7,,,,,,,,,,R,,,,R foot paralyzed
,,13-Feb-19,,CDRS,FOR,SM1190,0,,M,5,,11.72,10.09,9.01,20.98,70,19.6,,,,,,,,,,I,,,,Preen oil sample
,,13-Feb-19,,CDRS,FUL,SM046,0,,M,5,,7.09,6.93,6.94,19.71,61,15.2,,,,,,,,,,R,,,,missing toe
,,13-Feb-19,,CDRS,CRA,LF0907,1,,M,4,,11.23,11.41,9.83,27.38,86,32.3,,,,,,,,,,I,,,,
,,13-Feb-19,,CDRS,FOR,SM1191,0,,M,5,,12.78,12.29,11.44,22.43,71,23.2,,,,,,,,,,R,,,,missing both hallux nails and 2 toes
,,13-Feb-19,,CDRS,FOR,SM1192,0,,M,5,,12.03,11.39,10.04,22.7,69,20.2,,,,,,,,,,R,,,,missing toes
,,13-Feb-19,,CDRS,CRA,SM1193,0,,M,4,,10.45,11.01,9.68,27.72,83,31.1,,,,,,,,,,R,,,,
,,13-Feb-19,,CDRS,FOR,SM1194,0,,M,5,,12.4,12.09,10.33,23.36,75,22.2,,,,,,,,,,U,,,,little plasma 
,,13-Feb-19,,CDRS,FOR,SM1195,0,,F,0,,11.15,10.77,9.31,22.65,67,25.3,,,,,,,,,,R,,,,
,,13-Feb-19,,CDRS,FOR,SM1196,0,,M,5,,10.79,11.18,9.92,21.97,71,20.2,,,,,,,,,,R,,,,missing hallux
